Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual foi o país onde a Normandia estava localizada?,França.,1.8,4.61384,1.0,0.200,0.5,1.0,1.0,0.000
Em qual século os normandos estavam na Normandia?,Séculos 10 e 11.,2.0,4.37319,1.0,0.250,1.6,3.01273,1.0,0.000
De que países os nórdicos se originaram?,Dinamarca,2.0,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
Quem era o líder nórdico?,Mistura,1.5,3.43523,1.0,0.667,0.0,1.0,1.0,0.000
Em qual século os normandos ganharam sua identidade separada pela primeira vez?,Século 10,2.61538,5.20226,1.0,0.429,0.5,1.85566,1.0,0.000
Quem foi o duque na batalha de Hastings?,Guilherme,2.0,4.37319,1.0,0.250,0.0,1.0,1.0,0.000
Quem governou o ducado da Normandia?,Ricardo I,2.0,3.79304,1.0,0.000,0.5,1.85566,1.0,0.000
Que religião eram os normandos?,Católica,1.66667,3.43523,1.0,0.333,0.0,1.0,1.0,0.000
Qual foi o significado original da palavra Norman?,Viking,1.88889,4.37319,1.0,0.800,0.0,1.0,1.0,0.000
Em que século a versão latina da palavra Norman foi registrada pela primeira vez?,Século IX,2.66667,5.51466,1.0,0.333,0.5,1.85566,1.0,0.000
