Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual é a localização geográfica de Victoria?,Sudeste da Austrália.,1.75,4.10211,1.0,0.000,1.25,2.50045,1.0,0.000
Qual é o tamanho da área territorial de Victoria?,227.444 km².,1.9,4.61384,1.0,0.600,1.25,1.85566,1.0,0.000
Quais estados e territórios são vizinhos de Victoria?,Nova Gales do Sul,2.11111,4.37319,1.0,0.200,1.5,3.01273,1.0,0.250
Quando Victoria foi estabelecida como colônia britânica?,1851.,2.0,4.10211,1.0,0.200,0.5,1.0,1.0,0.000
Qual evento histórico impulsionou a população e riqueza de Victoria?,O boom do ouro nos anos 1850-60.,2.0,4.82961,1.0,0.667,2.125,4.10211,1.0,0.250
Qual é a capital e maior cidade de Victoria?,Melbourne.,1.8,4.61384,1.0,0.800,0.5,1.0,1.0,0.000
Quantas pessoas vivem em Melbourne?,Mais de três quartos da população de Victoria.,1.66667,3.43523,1.0,0.000,2.11111,4.51932,0.875,0.333
Quanto tempo a Austrália teve Melbourne como capital federal?,Até 1927,1.9,4.61384,1.0,0.667,0.5,1.85566,1.0,0.000
Quantas cadeiras tem Victoria no Parlamento Australiano?,38 na Câmara dos Deputados e 12 no Senado.,2.125,4.10211,1.0,0.000,2.4,4.61384,1.0,0.000
Qual é o atual governador de Victoria?,Linda Dessau.,1.625,4.10211,1.0,0.500,1.0,1.85566,1.0,0.000
