Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Aqui estão 10 pares de `pergunta,resposta` gerados com base no texto fornecido:,0.85714,3.79304,1.0,0.250,2.11111,4.10211,1.0,0.600
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual o papel da floresta amazônica na regulação do clima global?,A floresta amazônica desempenha um papel fundamental na regulação do clima global,3.5,5.02467,1.0,0.500,1.41667,5.20226,1.0,0.500
Quantas espécies de peixes podem ser encontradas na Amazônia?,mais de 3.000 espécies de peixes,2.1,4.61384,1.0,0.333,1.33333,3.95066,0.83333,0.000
Qual a importância da floresta amazônica para a biodiversidade?,A floresta amazônica é um dos lugares mais biodiversos do planeta,2.5,4.75438,0.88889,0.750,1.36364,5.02467,1.0,0.429
Quais povos indígenas habitam a floresta amazônica?,Centenas de povos indígenas habitam a floresta amazônica,2.0,4.10211,1.0,0.200,1.25,4.37319,1.0,0.167
Qual o principal rio que atravessa a floresta amazônica?,O rio Amazonas,1.7,4.61384,1.0,0.600,0.66667,2.50045,1.0,0.500
Qual a principal ameaça à floresta amazônica atualmente?,Desmatamento,2.33333,4.37319,1.0,0.800,0.0,1.0,1.0,0.000
Qual a função da floresta amazônica na manutenção do ciclo da água?,A floresta amazônica ajuda a manter o ciclo da água,4.53846,5.32781,0.91667,0.667,1.2,4.96484,0.9,0.833
Quantas espécies de aves podem ser encontradas na floresta amazônica?,Cerca de 1.300 espécies de aves,2.27273,4.82961,1.0,0.429,1.33333,3.95066,0.83333,0.000
Como a floresta amazônica influencia a geração de chuva?,A floresta amazônica influencia a geração de chuva através da evapotranspiração,2.2,4.75438,0.88889,0.600,1.45455,5.1549,0.90909,0.500
Qual a importância da floresta amazônica para a pesquisa científica?,A floresta amazônica é um laboratório natural para a pesquisa científica,2.45455,4.96484,0.9,0.600,1.18182,5.1549,0.90909,0.571
