Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Aqui estão 10 pares `pergunta,resposta` baseados nas informações fornecidas sobre a Universidade de Chicago:,1.0,3.43523,1.0,0.250,2.58333,4.82961,1.0,0.286
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual é o nome da Universidade de Chicago?,Universidade de Chicago,1.77778,4.37319,1.0,0.400,0.66667,2.50045,1.0,0.333
Quando a Universidade de Chicago foi fundada?,1890,2.0,4.10211,1.0,0.200,0.0,1.0,1.0,0.000
Quantas escolas profissionais a Universidade de Chicago possui?,sete,2.22222,4.37319,1.0,0.167,0.0,1.0,1.0,1.000
Quantos estudantes a Universidade de Chicago se alistou?,5.000,2.11111,4.37319,1.0,0.200,0.0,1.0,1.0,0.000
Qual é o nome da maior imprensa universitária dos EUA?,University of Chicago Press,2.36364,4.82961,1.0,0.500,1.5,3.01273,1.0,0.000
Quando o Centro Presidencial de Barack Obama será concluído?,2020,2.8,4.61384,1.0,0.143,0.0,1.0,1.0,0.000
Qual é o nome do campo sob o qual a primeira reação nuclear auto-sustentável do homem foi desenvolvida?,Campo de Stagg,2.52632,6.35243,0.83333,0.500,0.66667,2.50045,1.0,0.333
Qual é o nome da agência de acreditação da Universidade de Chicago?,Higher Learning Commission,1.84615,5.47097,0.83333,0.429,1.0,2.50045,1.0,0.000
Qual é o nome da organização à qual a Universidade de Chicago pertence?,Association of American Universities,2.42857,5.48607,0.92308,0.429,1.5,3.01273,1.0,0.000
