Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
- O formato é pergunta,resposta com ponto e vírgula como separador,1.4,3.01273,1.0,0.667,1.0,4.10211,1.0,0.750
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual é a principal ideia do Islamismo como ideologia política?,reconstituição de estados e regiões,2.18182,4.82961,1.0,0.571,1.2,3.43523,1.0,0.000
Quais são as duas principais estratégias do Islamismo?,revolucionária e reformista,1.77778,4.37319,1.0,0.250,0.66667,2.50045,1.0,0.000
O que o Islamismo pode enfatizar na sua implementação?,sharia,2.3,4.75438,0.88889,0.000,0.0,1.0,1.0,0.000
Como alguns grupos islâmicos preferem se chamar?,movimento islâmico,1.875,4.10211,1.0,0.250,0.5,1.85566,1.0,0.500
Quem são figuras importantes do Islamismo do século XX?,Hassan al-Banna,2.3,4.75438,0.88889,0.333,0.5,1.85566,1.0,0.000
Como o Islamismo transformou o Oriente Médio?,redefinindo política e fronteiras,2.0,4.25402,0.85714,0.000,1.0,3.01273,1.0,0.333
O que aconteceu com o Islamismo após a Primavera Árabe?,envolvimento em política democrática,1.72727,4.96484,0.9,0.000,0.75,3.01273,1.0,0.333
Por que muitos ativistas contestam o termo Islamismo?,conotações negativas na mídia ocidental,1.88889,4.37319,1.0,0.250,1.0,3.43523,1.0,0.250
O que o termo Islamismo pode se referir?,diferentes formas de ativismo social,2.55556,4.51932,0.875,0.500,0.8,3.43523,1.0,0.333
Qual é a visão central do Islamismo?,vida pública guiada por princípios islâmicos,1.75,4.10211,1.0,0.500,1.0,3.79304,1.0,0.200
