Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quem formulou o conceito de desobediência civil?,Henry David Thoreau,1.625,4.10211,1.0,0.500,1.0,2.50045,1.0,0.000
Quais movimentos utilizaram a desobediência civil?,Movimento de independência da Índia,1.71429,3.79304,1.0,0.250,1.0,3.43523,1.0,0.333
Qual é a definição de desobediência civil?,Forma de protesto político pacífico contra leis injustas ou governos opressores,1.625,4.10211,1.0,0.500,1.27273,5.02467,1.0,0.125
Quais são exemplos de movimentos que utilizaram a desobediência civil?,2021 End SARS,1.72727,4.82961,1.0,0.333,1.0,2.50045,1.0,0.000
Quem é conhecido por desobediência civil?,Veliyankode Umar Khasi,1.71429,3.79304,1.0,0.500,1.0,2.50045,1.0,0.000
Qual é o principal interesse de Tony Milligan?,Civil disobedience,1.66667,4.37319,1.0,0.400,0.5,1.85566,1.0,0.000
Qual é o principal tópico da página?,Civil disobedience,1.75,4.10211,1.0,0.500,0.5,1.85566,1.0,0.000
Qual é a categoria associada à desobediência civil?,Category:Activism by type,2.33333,4.37319,1.0,0.400,1.2,3.01273,1.0,0.000
Qual é a relação entre desobediência civil e não violência?,É parte da categoria de não violência,1.81818,4.82961,1.0,0.833,1.28571,4.10211,1.0,1.000
Quais são exemplos de eventos que utilizaram a desobediência civil?,Women in the Yellow Vests,1.72727,4.82961,1.0,0.333,2.0,3.43523,1.0,0.000
