Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual foi a causa da Peste Negra?,a bactéria Yersinia pestis,2.0,4.10211,1.0,0.250,1.0,3.01273,1.0,0.333
Como a Peste Negra chegou à Europa?,por navios mercantes genoveses transportando ratos infectados,1.875,4.10211,1.0,0.000,2.28571,4.10211,1.0,0.000
Qual foi a estimativa de mortes causadas pela Peste Negra na Europa?,30% a 60% da população europeia,2.92308,5.20226,1.0,0.000,1.625,4.51932,0.875,0.250
Qual foi a origem provável da Peste Negra?,Ásia Central ou Ásia Oriental,1.88889,4.37319,1.0,0.400,1.0,3.59796,0.8,0.000
Quantas pessoas morreram devido à Peste Negra na Eurásia?,75 a 200 milhões de pessoas,2.8,4.61384,1.0,0.000,0.83333,3.79304,1.0,0.000
Qual a forma mais comum da peste causada pela Yersinia pestis?,bubônica,2.91667,5.02467,1.0,0.429,0.0,1.0,1.0,0.000
Quanto tempo demorou para a população europeia se recuperar após a Peste Negra?,cerca de 200 anos,2.28571,5.48607,0.92308,0.429,1.5,3.01273,1.0,0.000
Qual o papel do pulga oriental na propagação da Peste Negra?,vetor principal da transmissão da Yersinia pestis,2.41667,5.02467,1.0,0.500,1.85714,4.25402,0.85714,0.400
Qual foi o impacto da Peste Negra na economia e sociedade da Europa?,convulsões religiosas,3.0,5.48607,0.92308,0.286,0.5,1.85566,1.0,0.000
Quando a Peste Negra retornou em surtos até o início do século XX?,várias vezes como surtos até o início do século XX,2.28571,5.36491,1.0,0.286,1.3,4.82961,1.0,0.400
