Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
1. Quando a dinastia Yuan foi estabelecida?,1271  ,1.17857,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
2. Quem fundou a dinastia Yuan?,Kublai Khan  ,1.0,3.79304,1.0,0.000,0.5,1.85566,1.0,0.000
3. Qual era a capital da dinastia Yuan?,Khanbaliq  ,1.25,4.37319,1.0,0.600,0.0,1.0,1.0,0.000
4. Qual era a moeda usada durante a dinastia Yuan?,Nota bancária  ,1.1,4.96484,0.9,0.333,0.5,1.85566,1.0,0.000
5. Em qual ano a dinastia Yuan terminou?,1368  ,1.3125,4.37319,1.0,0.200,0.0,1.0,1.0,0.000
6. Qual batalha está associada às conflitos militares da dinastia Yuan?,Batalha de Lake Poyang  ,1.84091,5.02467,1.0,0.125,0.75,3.01273,1.0,0.250
7. Qual era o nome alternativo da dinastia Yuan?,Dà Yuán  ,1.41667,4.61384,1.0,0.333,0.5,1.85566,1.0,0.000
8. Quem foi um imperador da dinastia Yuan?,Kublai Khan  ,1.25,4.37319,1.0,0.200,0.5,1.85566,1.0,0.000
9. Quais eram as principais cidades capital da dinastia Yuan?,Shangdu e Khanbaliq  ,1.4,4.82961,1.0,0.286,0.66667,2.50045,1.0,0.000
10. Qual era o nome do sistema de calendário usado durante a dinastia Yuan?,Calendário de Concessão de Tempo,1.35714,5.51466,1.0,0.625,0.8,3.59796,0.8,0.200
