Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
qual o ano de criação do IPCC?,1988,1.75,4.10211,1.0,0.667,0.0,1.0,1.0,0.000
qual o principal objetivo do IPCC?,sintetizar e divulgar o conhecimento sobre as mudanças climáticas,1.71429,3.79304,1.0,1.000,0.88889,4.61384,1.0,0.400
quais organizações criaram o IPCC?,Programa das Nações Unidas para o Meio Ambiente (PNUMA) e a Organização Meteorológica Mundial (OMM),1.5,3.43523,1.0,0.000,2.10526,5.65316,1.0,0.417
o IPCC produz pesquisa original?,não,1.66667,3.43523,1.0,0.750,0.0,1.0,1.0,2.000
qual prêmio o IPCC recebeu em 2007?,Prêmio Nobel da Paz,2.0,4.10211,1.0,0.250,1.5,3.01273,1.0,0.000
qual a sigla do IPCC?,IPCC,1.66667,3.43523,1.0,0.500,0.0,1.0,1.0,0.000
qual o foco principal dos relatórios produzidos pelo IPCC?,mudanças climáticas,2.3,4.61384,1.0,0.400,0.5,1.85566,1.0,0.000
quais as áreas de conhecimento que o IPCC abrange?,científico e político,1.8,4.61384,1.0,0.250,0.66667,2.50045,1.0,1.000
quantos relatórios o IPCC já produziu até 2014?,cinco grandes relatórios e alguns outros documentos,1.88889,4.37319,1.0,0.200,1.14286,4.10211,1.0,0.000
qual a importância do IPCC para as políticas climáticas?,é a principal base para o estabelecimento de políticas climáticas mundiais e nacionais,2.0,4.61384,1.0,0.250,0.92308,5.36491,1.0,0.375
