Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Quando começou a 1ª crise do petróleo de 1973?,outubro de 1973,2.1,4.61384,1.0,0.400,0.66667,2.50045,1.0,0.500
Qual foi o preço médio do petróleo em janeiro de 1974?,US$ 12,2.41667,5.02467,1.0,0.667,0.66667,2.50045,1.0,0.000
Em que ano ocorreu a segunda crise do petróleo?,1979,2.0,4.61384,1.0,0.600,0.0,1.0,1.0,0.000
O que é conhecido como a primeira envergonhada (shameful) das Nações Unidas?,1ª Crise do Petróleo,2.66667,5.20226,1.0,0.143,1.5,3.01273,1.0,0.250
Quem emitiu o embargo de petróleo contra os EUA?,Países Exportadores de Petróleo Árabes (OPEP),1.7,4.61384,1.0,0.250,1.625,3.79304,1.0,0.167
Por que as potências ocidentais se separaram dos Estados Unidos durante a 1ª crise do petróleo?,Para evitar serem alvo da economia.,2.35294,5.78178,1.0,0.250,1.85714,3.79304,1.0,0.750
Quando o governo Nixon realizou as negociações com os países não cooperantes?,18 de janeiro de 1974,1.92308,5.20226,1.0,0.429,0.8,3.59796,0.8,0.333
Qual foi a data em que os produtores de petróleo árabes levantaram o embargo?,Março de 1974,2.06667,5.51466,1.0,0.286,0.66667,2.50045,1.0,0.000
Em qual ano os Estados Unidos deixaram o Acordo de Bretton Woods?,15 de agosto de 1971,2.07692,5.20226,1.0,0.143,0.8,3.59796,0.8,0.333
Quem proclamou o embargo de petróleo contra os EUA em 1973?,Países Exportadores de Petróleo Árabes (OPEP),1.75,5.02467,1.0,0.200,1.625,3.79304,1.0,0.167
Qual foi outro termo usado para a 1ª crise do petróleo?,Primeiro choque do petróleo.,2.0,5.02467,1.0,0.667,1.6,3.01273,1.0,0.667
