Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual indivíduo recebeu o nome da escola?,John Harvard,1.875,4.10211,1.0,0.750,0.5,1.85566,1.0,0.000
Quando o curso de graduação se tornou coeducacional?,1977,2.0,4.37319,1.0,0.250,0.0,1.0,1.0,0.000
Qual era o nome do líder durante a Grande Depressão e a Segunda Guerra Mundial?,James Bryant Conant,2.25,5.76639,0.93333,0.900,1.0,2.50045,1.0,0.000
Que organização Harvard encontrou em 1900?,Associação de Universidades Americanas,2.0,3.79304,1.0,0.250,0.75,3.01273,1.0,0.250
Que presidente da universidade a transformou em uma moderna universidade de pesquisa?,Charles W. Eliot,2.61538,5.32781,0.91667,0.500,1.0,2.50045,1.0,0.000
Qual é o maior sistema de bibliotecas acadêmica e privada do mundo?,Harvard Library,1.92308,5.20226,1.0,0.571,0.5,1.85566,1.0,0.000
Quantas bibliotecas individuais compõem a biblioteca principal da escola?,79 bibliotecas individuais,2.0,4.61384,1.0,0.500,0.66667,2.50045,1.0,0.000
Quantos volumes estão contidos na biblioteca?,18 milhões de volumes.,1.71429,3.79304,1.0,0.250,1.4,3.01273,1.0,0.000
Quantos presidentes dos EUA são ex-alunos da escola?,oito presidentes dos EUA,2.44444,4.37319,1.0,0.400,1.0,3.01273,1.0,0.000
Quantos ganhadores do Nobel estaram entre os ex-alunos da escala?,150 ganhadores do Nobel,2.45455,4.82961,1.0,0.200,1.5,3.01273,1.0,0.000
