Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
   - Sim, Aceleração ocorre quando a força atua no objeto.,0.5,1.0,1.0,0.000,2.0,4.37319,1.0,0.400
   - Pressão distribui forças sobre uma área, pode acelerar o corpo se desequilibrada.,1.0,3.79304,1.0,0.250,1.85714,3.79304,1.0,0.500
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
O que é uma força na física?,Uma força é um influência que pode modificar o movimento de um objeto.,2.125,4.10211,1.0,0.667,1.85714,5.48607,0.92308,0.714
Qual é a segunda lei de Newton F=ma?,F=ma代表合力等于质量乘以加速度。,2.0,4.37319,1.0,0.200,1.0,1.0,1.0,0.000
Por que a torque é importante na física?,A torque produz mudanças na velocidade rotacional de um objeto.,1.88889,4.37319,1.0,0.500,2.36364,4.82961,1.0,0.333
O que causa estresse mecânico interno em um corpo?,Forças internas balancem-se,2.1,4.61384,1.0,1.000,1.0,2.50045,1.0,0.000
Qual é a unidade SI para medir força?,Newton (N).,1.77778,4.37319,1.0,0.600,2.0,1.85566,1.0,0.000
A what é a thrust e o que ela faz?,Thrust é um tipo de força que aumenta a velocidade de um objeto.,1.90909,4.96484,0.9,0.000,1.78571,5.62279,0.84615,0.571
O que é o drag force e que efeito tem?,Drag é uma força que diminui a velocidade de um objeto.,2.90909,5.12344,0.8,0.200,1.75,5.02467,1.0,0.500
Como as forças são distribuídas em um corpo extenso?,Forças internas se balanceiam,1.8,4.61384,1.0,0.400,0.75,3.01273,1.0,0.000
