Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Kublai Khan fundou a Dinastia Yuan em que ano?,1271,1.9,4.61384,1.0,0.167,0.0,1.0,1.0,0.000
Em que lugar o Mongol Gegeen Khans viveu durante a Dinastia Yuan?,Não há um registro claro sobre esse aspecto específico do contexto fornecido.,2.23077,5.20226,1.0,0.143,2.61538,5.20226,1.0,0.375
Quem foi o mongol responsável pela conquista da China por parte da Dinastia Yuan?,Gegeen Khans,3.6,5.63172,0.92857,0.375,0.5,1.85566,1.0,0.000
Qual evento militar ocorreu na Dinastia Yuan?,Batalha de Bạch Đằng em 1288,2.0,4.10211,1.0,0.400,1.16667,3.79304,1.0,0.200
Em que ano Kublai Khan tornou oficial o nome da dinastia como Great Yuan?,Anos notáveis mencionados não especificam um ano exato,2.66667,5.51466,1.0,0.444,1.0,4.37319,1.0,0.571
Quem foi o mongol responsável pela invasão da Birmânia pela Dinastia Yuan?,Não há registro claro sobre esse evento específico.,3.92308,5.32781,0.91667,0.250,1.77778,4.37319,1.0,0.500
Em que ano a dinastia Yuan foi dissolvida?,A dissolução ocorreu em 1368,2.11111,4.37319,1.0,0.200,1.0,3.43523,1.0,0.000
Como era o status político da dinastia Yuan no início da sua existência?,Foi uma das linhagens imperiais de origem mongol e foi formalmente estabelecida em 1271.,2.78571,5.48607,0.92308,0.571,2.33333,5.63172,0.92857,0.111
Em que cidade a capital da Dinastia Yuan estava localizada?,A capital mencionada é Khanbaliq,2.54545,4.82961,1.0,0.500,1.2,3.43523,1.0,0.500
Qual evento militar ocorrido na dinastia Yuan resultou no colapso de Khanbaliq?,Batalha de Xiangyang mencionada como um evento militar,2.61538,5.20226,1.0,0.250,1.0,4.37319,1.0,0.400
Quem era o responsável pela administração da capital durante a Dinastia Yuan?,Não há registro claro sobre esse aspecto específico do contexto fornecido.,2.30769,5.20226,1.0,0.833,2.5,5.02467,1.0,0.375
