Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Capital da Polônia,Warsaw  ,1.0,2.50045,1.0,0.000,0.0,1.0,1.0,0.000
População estimada,1,0.5,1.85566,1.0,0.000,0.0,1.0,1.0,0.000
Batalha durante a Segunda Guerra Mundial,bombada e destruída  ,1.33333,3.79304,1.0,0.000,0.66667,2.50045,1.0,0.000
Antigo centro cultural,Old Town  ,0.66667,2.50045,1.0,0.667,0.5,1.85566,1.0,0.000
Patrimônio Mundial,Reconstruído  ,0.5,1.85566,1.0,0.000,0.0,1.0,1.0,0.000
Aeroportos internacionais,Warsaw Chopin  ,0.5,1.85566,1.0,0.000,0.5,1.85566,1.0,0.000
Universidades notáveis,University of Warsaw  ,0.5,1.85566,1.0,0.000,1.0,2.50045,1.0,0.000
Construção mais alta,Varso Place  ,0.66667,2.50045,1.0,0.333,0.5,1.85566,1.0,0.000
Clube de futebol,Legia Warsaw  ,0.66667,2.50045,1.0,0.500,0.5,1.85566,1.0,0.000
Instituições culturais,National Philharmonic Orchestra,0.5,1.85566,1.0,0.000,1.0,2.50045,1.0,0.000
