Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Quando foi fundada a Comunidade Europeia do Carvão e do Aço?,1952  ,2.33333,5.1549,0.90909,0.333,0.0,1.0,1.0,0.000
Qual é o objetivo principal do direito da União Europeia?,Promover paz e justiça social  ,2.36364,4.82961,1.0,1.000,1.0,3.43523,1.0,0.750
Quem cria a jurisprudência da União Europeia?,Tribunal de Justiça da União Europeia  ,2.0,4.10211,1.0,0.000,1.33333,3.79304,1.0,0.167
Em quais áreas John Bell atua?,Direito da União Europeia  ,2.14286,3.79304,1.0,0.000,1.0,3.01273,1.0,0.000
Qual disciplina a Revista de Direito do Mercado Comum atua?,Direito da União Europeia  ,2.36364,4.82961,1.0,0.375,1.0,3.01273,1.0,0.000
Qual é o tema principal do Direito da União Europeia?,Direito da União Europeia  ,2.36364,4.82961,1.0,0.143,1.0,3.01273,1.0,0.000
Que modelo de página wiki é usado pelo Direito da União Europeia?,Template:R from move  ,2.30769,5.20226,1.0,0.333,1.2,3.01273,1.0,0.000
O que é Henry G. Schermers no contexto do Direito da União Europeia?,Subdisciplina  ,3.5,5.36491,1.0,0.000,0.0,1.0,1.0,0.000
Qual outro modelo de página wiki é associado ao Direito da União Europeia?,Template:Redirect category shell  ,2.5,5.36491,1.0,0.222,1.2,3.01273,1.0,0.000
O que forma a estrutura constitucional da União Europeia?,Tratados da União Europeia,2.2,4.61384,1.0,0.400,1.0,3.01273,1.0,0.000
