Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quando foi criado o IPCC?,1988,1.5,3.43523,1.0,0.667,0.0,1.0,1.0,0.000
Quais agências da ONU estabeleceram o IPCC?,Programa das Nações Unidas para o Meio Ambiente (PNUMA) e Organização Meteorológica Mundial (OMM),2.375,4.10211,1.0,0.000,2.16667,5.51466,1.0,0.417
Qual é o foco principal do IPCC?,Aquecimento global,1.75,4.10211,1.0,0.500,0.5,1.85566,1.0,0.000
Quantos relatórios principais o IPCC produziu desde 1990?,Cinco,2.0,4.37319,1.0,0.000,0.0,1.0,1.0,0.000
Onde está sediado o IPCC?,Genebra,1.5,3.43523,1.0,0.000,0.0,1.0,1.0,0.000
Quem é o atual presidente do IPCC?,Hoesung Lee,2.0,4.10211,1.0,0.500,0.5,1.85566,1.0,0.000
De qual nacionalidade é Hoesung Lee?,Coreano,1.71429,3.79304,1.0,0.250,0.0,1.0,1.0,0.000
Nomeie um cientista conhecido por seu trabalho no IPCC.,Bert Bolin,1.9,4.61384,1.0,0.600,0.5,1.85566,1.0,0.000
Em que ano o IPCC recebeu o Prêmio Nobel da Paz?,2007,2.25,5.1549,0.90909,0.143,0.0,1.0,1.0,0.000
Quantos relatórios principais foram produzidos desde 1990?,Cinco,1.875,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
