Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
What is Islamism primarily defined as?,A political ideology advocating Islamic principles in governance.,2.42857,3.79304,1.0,0.000,2.22222,4.37319,1.0,0.000
What are the two main strategies for implementing Islamic principles?,Revolutionary (state power) or reformist (grassroots activism).,3.18182,4.82961,1.0,0.000,4.75,4.10211,1.0,0.000
Which term is preferred by some authors instead of Islamism?,Islamic activism.,4.27273,4.82961,1.0,0.000,1.0,1.85566,1.0,0.000
What does Islamic movement mean according to Rached Ghannouchi?,A broader term for social and political activism guided by Islamic values.,3.8,4.61384,1.0,0.000,3.07692,5.20226,1.0,0.091
Who are some central figures in 20th-century Islamism?,Sayyid Rashid Rida,2.11111,4.37319,1.0,0.125,1.0,2.50045,1.0,0.000
How do some movements like the Muslim Brotherhood approach their goals?,Through peaceful political processes.,4.08333,5.02467,1.0,0.000,1.6,3.01273,1.0,0.000
What is sharia in the context of Islamism?,A set of principles to guide societal governance based on Islamic law.,3.33333,4.37319,1.0,0.000,3.23077,5.20226,1.0,0.000
Why have some analysts described Islamism as identity politics?,Support for Muslim identity and community authenticity.,2.7,4.61384,1.0,0.000,2.375,4.10211,1.0,0.000
Which term is associated with the belief that Western influences harm Islamic societies?,Western neocolonialism.,5.0,5.36491,1.0,0.000,1.0,1.85566,1.0,0.000
How does the meaning of Islamism differ between public and academic contexts?,Public often views it negatively,5.23077,5.20226,1.0,0.000,2.0,3.43523,1.0,0.000
