Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
1. Qual o estado onde Jacksonville está localizada?,Flórida,1.25,4.37319,1.0,0.200,0.0,1.0,1.0,0.000
2. Jacksonville é a maior cidade por área dos EUA contíguos?,Sim,1.25,5.02467,1.0,0.375,0.0,1.0,1.0,0.000
3. Qual é a população de Jacksonville?,949.611 habitantes,1.03571,4.10211,1.0,0.250,0.5,1.85566,1.0,0.000
4. Qual o nome do condado onde Jacksonville está localizada?,Duval,1.35,4.82961,1.0,0.167,0.0,1.0,1.0,0.000
5. Jacksonville foi estabelecida em que ano?,1822,1.39286,4.10211,1.0,0.200,0.0,1.0,1.0,0.000
6. A cidade foi nomeada em homenagem a quem?,Andrew Jackson,1.13889,4.75438,0.88889,0.400,0.5,1.85566,1.0,0.000
7. Qual o nome do rio onde Jacksonville está localizada?,St. Johns,1.4,4.82961,1.0,0.333,0.25,1.85566,1.0,0.000
8. Qual é o quarto maior aglomerado metropolitano da Flórida?,Jacksonville,1.25,4.82961,1.0,0.429,0.0,1.0,1.0,0.000
9. Jacksonville é o terceiro maior porto da Flórida?,Sim,1.13889,4.61384,1.0,0.429,0.0,1.0,1.0,0.000
10. Como são chamados os habitantes de Jacksonville?,Jacksonvillians ou Jaxsons,1.0625,4.37319,1.0,0.200,0.66667,2.50045,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual o estado onde Jacksonville está localizada?,Flórida,2.0,4.10211,1.0,0.250,0.0,1.0,1.0,0.000
Jacksonville é a maior cidade por área dos EUA contíguos?,Sim,2.0,4.82961,1.0,0.429,0.0,1.0,1.0,0.000
Qual é a população de Jacksonville?,949.611 habitantes,1.57143,3.79304,1.0,0.333,0.5,1.85566,1.0,0.000
Qual o nome do condado onde Jacksonville está localizada?,Duval,2.2,4.61384,1.0,0.200,0.0,1.0,1.0,0.000
Jacksonville foi estabelecida em que ano?,1822,2.28571,3.79304,1.0,0.250,0.0,1.0,1.0,0.000
A cidade foi nomeada em homenagem a quem?,Andrew Jackson,1.77778,4.51932,0.875,0.500,0.5,1.85566,1.0,0.000
Qual o nome do rio onde Jacksonville está localizada?,St. Johns,2.3,4.61384,1.0,0.400,0.25,1.85566,1.0,0.000
Qual é o quarto maior aglomerado metropolitano da Flórida?,Jacksonville,2.0,4.61384,1.0,0.500,0.0,1.0,1.0,0.000
Jacksonville é o terceiro maior porto da Flórida?,Sim,1.77778,4.37319,1.0,0.500,0.0,1.0,1.0,0.000
Como são chamados os habitantes de Jacksonville?,Jacksonvillians ou Jaxsons,1.625,4.10211,1.0,0.250,0.66667,2.50045,1.0,0.000
