Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual cidade é a quinta maior cidade daCalifornia?,Fresno,1.77778,4.51932,0.875,0.333,0.0,1.0,1.0,0.000
O nome Fresno significa em espanhol?,freixo,1.85714,3.79304,1.0,0.500,0.0,1.0,1.0,0.000
A Ferrovia do Pacífico Central estabeleceu uma estação para sua nova linha em que ano?,1872,2.25,5.65316,1.0,0.444,0.0,1.0,1.0,0.000
O nome Fresno tem um nome português. Que é o nome portuense da cidade deFresno?,fresno,2.10417,6.03262,0.8,0.300,0.0,1.0,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual cidade é a quinta maior cidade daCalifornia?,Fresno,1.77778,4.51932,0.875,0.333,0.0,1.0,1.0,0.000
O nome Fresno significa em espanhol?,freixo,1.85714,3.79304,1.0,0.500,0.0,1.0,1.0,0.000
A Ferrovia do Pacífico Central estabeleceu uma estação para sua nova linha em que ano?,1872,2.25,5.65316,1.0,0.444,0.0,1.0,1.0,0.000
O nome Fresno tem um nome português. Que é o nome portuense da cidade deFresno?,fresno,2.10417,6.03262,0.8,0.300,0.0,1.0,1.0,0.000
