Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual a capital da Polônia?,Varsóvia,1.66667,3.43523,1.0,1.000,0.0,1.0,1.0,0.000
Em qual rio a cidade de Varsóvia está situada?,Vístula,2.2,4.61384,1.0,1.000,0.0,1.0,1.0,0.000
Qual a população estimada da área metropolitana de Varsóvia?,3.1 milhões,2.9,4.61384,1.0,0.400,0.5,1.85566,1.0,0.000
Em que século Varsóvia se tornou a capital da Polônia?,Século XVI,2.09091,4.82961,1.0,0.600,0.5,1.85566,1.0,0.000
Qual evento causou grande destruição em Varsóvia durante a Segunda Guerra Mundial?,Levante de Varsóvia,2.23077,5.20226,1.0,0.375,0.66667,2.50045,1.0,0.333
Quantos distritos compõem a cidade de Varsóvia?,18,1.75,4.10211,1.0,0.250,0.0,1.0,1.0,0.000
Qual o nome do aeroporto mais movimentado de Varsóvia?,Chopin,2.3,4.61384,1.0,0.800,0.0,1.0,1.0,0.000
Qual a importância da Bolsa de Valores de Varsóvia na Europa Central e Oriental?,Maior e mais importante,2.73333,5.63172,0.92857,0.400,0.75,3.01273,1.0,0.667
Qual patrimônio da UNESCO se encontra na cidade de Varsóvia?,Cidade Velha Reconstruída,2.0,4.82961,1.0,0.200,1.0,2.50045,1.0,0.000
Qual clube de futebol é conhecido como o principal de Varsóvia?,Legia Varsóvia,2.0,5.1549,0.90909,0.667,0.5,1.85566,1.0,0.000
