Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
O que o sistema imunológico protege os organismos?,doenças,1.88889,4.51932,0.875,0.250,0.0,1.0,1.0,0.000
Qual o nome do sistema que fornece uma resposta pré-configurada a estímulos?,sistema imunológico inato,2.69231,5.20226,1.0,0.500,1.0,2.50045,1.0,0.333
Qual o tipo de imunidade cria uma memória imunológica?,adaptativa,2.1,4.61384,1.0,0.400,0.0,1.0,1.0,0.000
O que acontece quando o sistema imunológico ataca tecidos normais?,autoimunidade,2.45455,4.96484,0.9,0.167,0.0,1.0,1.0,0.000
Qual a função dos anticorpos no sistema imunológico?,reconhecer e neutralizar patógenos,2.77778,4.37319,1.0,0.500,0.75,3.01273,1.0,0.333
Qual célula é parte do sistema imunológico e combate infecções virais?,célula natural killer,2.41667,5.02467,1.0,0.500,1.0,2.50045,1.0,0.667
Qual o termo para um sistema imunológico menos ativo que o normal?,imunodeficiência,1.84615,5.32781,0.91667,1.000,0.0,1.0,1.0,0.000
Qual o principal objetivo do sistema imunológico?,proteger contra doenças,2.0,4.10211,1.0,1.000,0.66667,2.50045,1.0,0.500
O que são os patógenos detectados pelo sistema imunológico?,vírus,2.3,4.61384,1.0,0.400,0.0,1.0,1.0,1.000
Qual sistema do corpo é especializado no estudo da imunidade?,sistema imunológico,2.81818,4.82961,1.0,0.500,0.5,1.85566,1.0,0.500
