Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual é o objetivo principal da teoria da complexidade computacional?,Classificar problemas computacionais com base no uso de recursos e explorar relações entre essas classificações.,2.36364,4.96484,0.9,0.667,2.4375,5.65316,1.0,0.333
O que define um problema computacional segundo o contexto?,Uma tarefa resolvida por um computador mediante a aplicação mecânica de etapas matemáticas,2.1,4.75438,0.88889,0.250,1.0,5.36491,1.0,0.429
Quem é um dos especialistas associados à teoria da complexidade computacional?,Christos Papadimitriou.,2.33333,5.02467,1.0,0.167,1.0,1.85566,1.0,0.000
Qual é a área acadêmica principal da teoria da complexidade computacional?,Ciência da computação.,2.41667,5.1549,0.90909,0.429,1.5,2.50045,1.0,0.500
Qual é o tema principal da página do Wikipedia sobre a teoria da complexidade computacional?,Classes de complexidade computacional.,2.5,5.76639,0.93333,0.375,1.4,3.01273,1.0,0.000
A teoria da complexidade computacional faz parte de qual área de estudo?,Ciência da computação.,2.46154,5.32781,0.91667,0.571,1.5,2.50045,1.0,0.500
Quais são alguns dos campos relacionados à teoria da complexidade computacional?,Algoritmos,3.5,5.02467,1.0,0.333,0.0,1.0,1.0,0.000
Quais categorias estão associadas à teoria da complexidade computacional?,Computational complexity theory e Computational fields of study.,2.8,4.61384,1.0,0.167,2.11111,4.51932,0.875,0.000
O que a teoria da complexidade computacional estuda?,Classes de complexidade computacional e suas relações.,2.44444,4.37319,1.0,0.250,1.875,4.10211,1.0,0.000
Qual é a classificação hierárquica da teoria da complexidade computacional?,Uma subárea da ciência da computação e da teoria da computação.,3.09091,4.96484,0.9,0.333,3.33333,5.69369,0.63636,0.600
