Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
O que eram os huguenotes?,protestantes franceses durante as guerras religiosas na França,1.5,3.43523,1.0,0.000,1.375,4.37319,1.0,0.000
Quando o Édito de Nantes foi revogado?,18 de outubro de 1685,2.0,4.10211,1.0,0.200,0.8,3.59796,0.8,0.333
Por que muitos huguenotes deixaram a França?,perseguições contra as comunidades protestantes e a revogação do Édito de Nantes,2.0,4.10211,1.0,0.000,1.83333,5.20226,1.0,0.143
Qual era a principal religião dos huguenotes?,calvinismo e Igreja Reformada,1.75,4.10211,1.0,0.750,0.75,3.01273,1.0,0.000
Quais regiões da França tinham comunidades huguenotes luteranas?,Alsácia,2.44444,4.37319,1.0,0.000,0.0,1.0,1.0,0.000
O que o Édito de Nantes concedeu aos huguenotes?,autonomia religiosa,2.0,4.75438,0.88889,1.000,0.5,1.85566,1.0,0.000
Qual foi o impacto da revogação do Édito de Nantes?,cerca de 300.000 huguenotes deixaram a França,2.63636,4.82961,1.0,0.167,1.71429,4.10211,1.0,0.000
Quando ocorreram as Guerras Religiosas na França?,segunda metade do século XVI,2.0,4.10211,1.0,0.000,1.4,3.43523,1.0,0.500
O que significava o termo huguenote?,escárnio,1.57143,3.95066,0.83333,0.333,0.0,1.0,1.0,0.000
Quantos huguenotes deixaram a França após a revogação do Édito de Nantes?,cerca de 300.000,2.30769,5.32781,0.91667,0.143,1.0,2.50045,1.0,0.000
