Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quais são as principais funções do Scottish Parliament?,O Scottish Parliament é responsável por legislar,2.0,4.37319,1.0,0.200,1.14286,4.10211,1.0,0.400
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Quando foi a primeira sessão do Scottish Parliament?,A primeira sessão do Scottish Parliament ocorreu em 1º de julho de 1999,2.0,4.37319,1.0,0.200,1.53846,5.48607,0.92308,0.250
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Quantas câmaras compõem o Scottish Parliament?,O Scottish Parliament é unicameral,1.71429,3.79304,1.0,0.000,1.2,3.43523,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Quantos membros compõem o Scottish Parliament?,O Scottish Parliament tem 129 membros eleitos,1.71429,3.79304,1.0,0.000,1.14286,4.10211,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual é a sede do Scottish Parliament?,A sede do Scottish Parliament fica no edifício histórico conhecido como o Scottish Parliament Building,2.0,4.10211,1.0,0.250,1.46667,5.89204,0.86667,0.400
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Como os membros do Scottish Parliament são eleitos?,Os membros do Scottish Parliament são eleitos por meio de um sistema proporcional de representação (PR),2.44444,4.37319,1.0,0.200,1.55556,5.89142,0.9375,0.333
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual é a duração do mandato dos membros do Scottish Parliament?,O mandato dos membros do Scottish Parliament é de quatro anos,3.5,5.1549,0.90909,0.167,2.36364,5.02467,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Quais são as principais funções do Lord Advocate no contexto do Scottish Parliament?,O Lord Advocate é o procurador-geral escocês e desempenha um papel crucial na administração da justiça,3.78571,5.48607,0.92308,0.125,1.875,5.89142,0.9375,0.300
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Como o Scottish Parliament interage com o Parlamento do Reino Unido?,Embora o Scottish Parliament tenha competências legais exclusivas,2.25,5.1549,0.90909,0.000,1.125,4.37319,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Quais são as principais competências do Scottish Parliament?,O Scottish Parliament tem competências em áreas como saúde,2.0,4.37319,1.0,0.200,1.33333,4.61384,1.0,0.167
