Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
I also need to consider the format. Each pair should be in the CSV structure: pergunta,resposta. So for each fact,4.0,5.89142,0.9375,0.062,0.625,3.43523,1.0,0.200
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual percentual da wealth inequality possess o isolate 1% das pessoas mais ricas?,40%,2.86667,5.51466,1.0,0.111,0.5,1.85566,1.0,0.000
O que fez as descobertas da Oxfam serem questionadas?,a metodologia usada:,2.4,4.61384,1.0,0.000,1.5,2.50045,1.0,0.000
Qual porcentagem dos ativos globais em 2000 pertencia a apenas 1% dos adultos?,40%,2.93333,5.63172,0.92857,0.125,0.5,1.85566,1.0,0.000
O que as três pessoas mais ricas do mundo possuem mais do que as 48 nações mais baixas juntas?,ativos financeiros,2.6,6.7193,0.73684,0.200,0.5,1.85566,1.0,0.000
Quanto foi a riqueza combinada dos milionários de 10 milhões de dólares em 2008?,quase US $ 41 trilhões,2.2,5.63172,0.92857,0.143,1.4,3.01273,1.0,0.333
Quanto da riqueza global os 1% mais ricos terão em 2016?,metade,2.15385,5.20226,1.0,0.286,0.0,1.0,1.0,1.000
Por que existem mais pessoas pobres nos Estados Unidos e na Europa do que na China?,maior tendência a assume dívidas.,2.29412,6.01226,0.875,0.000,1.66667,3.43523,1.0,0.500
Qual o percentual de population dos adultos no USA em 2020?,75%,2.75,5.02467,1.0,0.000,0.5,1.85566,1.0,0.000
Quanto foi o salário médio dosAdultos com graduação no USA em 2018?,cerca de US$49.70,2.46154,5.20226,1.0,0.286,1.4,3.01273,1.0,0.000
Como os interpolatei o valor de uma nova retração em 2023?,US$60,1.91667,5.02467,1.0,0.200,0.66667,2.50045,1.0,0.000
Qual o percentual do population dos adultos no China em 2020?,over 50%,3.0,5.02467,1.0,0.000,0.66667,2.50045,1.0,0.000
Quanto foi o salário médio dosAdultos com graduação no China em 2018?,cerca de US$75.49,2.46154,5.20226,1.0,0.286,1.4,3.01273,1.0,0.000
