Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
O que define a Islamism?,ideologia.,1.5,3.43523,1.0,0.000,0.5,1.0,1.0,0.000
Em qual país Tehreek-e-Jafaria tem ideologia Islamism?,Pakistan.,1.875,4.10211,1.0,0.200,0.5,1.0,1.0,0.000
Quem pertence ao movimento Islamism?,Hassan Izz-Al-Din.,1.66667,3.43523,1.0,0.333,1.0,1.85566,1.0,0.000
Como é definida a Islamic Front na Syriana?,movimento.,2.11111,4.37319,1.0,0.000,0.5,1.0,1.0,1.000
Qual é o objetivo do Islamism em relação à sociedade e governo?,reordenação,2.30769,5.20226,1.0,0.800,0.0,1.0,1.0,0.000
Quais são os principais movimentos que adotam ideologia Islamism?,Laskar-e-Islam,1.7,4.61384,1.0,0.167,0.0,1.0,1.0,0.000
Para qual motivo a maioria dos movimentos islâmicos moderados e reformistas trabalha?,democrático.,2.23077,5.20226,1.0,0.286,0.5,1.0,1.0,0.000
Qual é o objetivo do Hamas e do Hezbollah?,abolir Israel.,2.1,4.75438,0.88889,0.500,1.0,1.85566,1.0,0.000
O que as organizações islâmicas radicais rejeitam?,democracia.,2.375,4.10211,1.0,0.000,0.5,1.0,1.0,0.000
Quem são os líderes mais conhecidos de Islamismo no século XX?,Sayyid Rashid Rida,2.25,5.02467,1.0,0.429,1.0,2.50045,1.0,0.000
Qual é o papel da democracia nos movimentos islâmicos moderados e reformistas?,limitado dentro de limites.,3.46154,5.20226,1.0,0.143,1.4,3.01273,1.0,0.000
