Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual é o país de origem do rio Reno?,Alemanha,2.0,4.61384,1.0,0.600,0.0,1.0,1.0,0.000
Em qual cidade o Rio Reno termina?,Amsterdã,2.0,4.10211,1.0,0.250,0.0,1.0,1.0,0.000
Quais países são banhados pelo rio Reno?,Alemanha,2.125,4.10211,1.0,0.400,0.0,1.0,1.0,0.000
Quantos quilômetros tem o curso total do rio Reno?,1233 km,2.0,4.61384,1.0,0.667,0.5,1.85566,1.0,0.000
Qual é a importância econômica do rio Reno para os países europeus?,Transporte fluvial de mercadorias e turismo,2.76923,5.20226,1.0,0.286,1.33333,3.79304,1.0,0.250
Qual cidade da Alemanha está localizada no encontro entre o Rin Menor e o Reno?,Bonn,2.1875,5.76639,0.93333,0.250,0.0,1.0,1.0,0.000
Quantos afluentes principais o Rio Reno possui?,Maior que 700 rios menores,2.125,4.10211,1.0,0.000,0.8,3.43523,1.0,0.000
Qual é a largura média do rio Reno em Colônia?,450 metros,2.27273,4.82961,1.0,0.571,0.5,1.85566,1.0,0.000
Qual é uma característica geológica notável ao longo da rota do Reno?,O vale do Reno,2.07692,5.20226,1.0,0.333,0.75,3.01273,1.0,0.500
Que região conhecida pelas vinhas e castelos medievais faz parte da margem direita do Reno?,Mosela,2.8125,5.65316,1.0,0.400,0.0,1.0,1.0,0.000
