Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
 popsso?,na França,0.5,1.0,1.0,0.000,0.5,1.85566,1.0,0.000
 Qual foi a proporção de huguenotes e católicos no auge?,cerca de um oitavo do número,2.09091,4.82961,1.0,0.200,1.0,3.79304,1.0,1.000
 Em qual ano tiveram início as guerras religiosas na França?,de 1562 a 1598,2.09091,4.82961,1.0,0.333,0.75,3.01273,1.0,0.000
 Que tratado endergou as Guerras da Religião?,o do Édito de Nantes,1.875,4.10211,1.0,0.000,1.0,3.43523,1.0,0.333
 O que o contrato do Huguenot fez?,concediu uma autonomia religiosa,2.375,4.25402,0.85714,0.333,0.75,3.01273,1.0,0.000
 Qual era a origem do termo huguenote?,escárnio,2.0,4.10211,1.0,0.750,0.0,1.0,1.0,0.000
 Qual foi a razão do termo huguenote ser associado a um personagem da Suíça?,a origem/calvinista,2.46667,5.63172,0.92857,0.625,0.5,1.85566,1.0,0.000
 O local de origem dos huguenotes da Suíça foi?,Genebra,3.0,4.61384,1.0,0.400,0.0,1.0,1.0,0.000
 Quais huguenotes foram envolvidos na conspiração para usurpar o poder em França?,Jean de Dieu,2.38462,5.20226,1.0,0.286,0.66667,2.50045,1.0,0.333
 Em qual cidade suíça ocorreram as manifestações da resistência hugenote?,Suíça,2.18182,4.82961,1.0,0.333,0.0,1.0,1.0,0.000
