Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Black Death,A doença causante da Peste Negra é Yersinia pestis.,0.5,1.85566,1.0,0.000,2.8,4.61384,1.0,0.143
Peste Negra,Fora a maior pandemia histórica,0.5,1.85566,1.0,0.000,0.8,3.43523,1.0,0.250
Black Death,Matou aproximadamente o p sixth do mundo em 1347-1351.,0.5,1.85566,1.0,0.000,2.5,4.61384,1.0,0.333
Black Death,A Peste Negra surtiu na Asia Central e viajou para os Rوس e a Europa.,0.5,1.85566,1.0,0.000,3.5,5.89204,0.86667,0.000
Peste Negra,Uma das causas da Peste Negra foi a viagem de ratos viajantes genoveses transportando a bactéria.,0.5,1.85566,1.0,0.000,3.23529,5.89142,0.9375,0.200
Black Death,Foi chamada Praga por sua extensão e impacto global.,0.5,1.85566,1.0,0.000,1.9,4.61384,1.0,0.333
Black Death,A pandemia durou mais de 200 anos para recuperar o nível de população anterior.,0.5,1.85566,1.0,0.000,2.33333,5.63172,0.92857,0.571
Peste Negra,O peste retornou como surto em 1853,0.5,1.85566,1.0,0.000,1.0,4.10211,1.0,0.000
Black Death,A Peste Negra foi a segunda pandemic na história humana e a mais gravada.,0.5,1.85566,1.0,0.000,2.4,5.76263,0.85714,0.222
Black Death,A Peste Negra resultou no estagnamento económico global durante o século XIV.,0.5,1.85566,1.0,0.000,2.30769,5.20226,1.0,0.125
