Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quais eram os origens dos Normandos?,Os Normandos eram um grupo de guerreiros de origem normanda,1.71429,3.79304,1.0,0.000,1.0,4.96484,0.9,0.333
Qual foi o evento mais significativo na história dos Normandos?,A conquista da Inglaterra em 1066,2.45455,4.82961,1.0,0.500,1.0,3.79304,1.0,0.333
O que representa o Livro Domesque?,Um levantamento detalhado de terras e recursos feito por Guilherme o Conquistador após a conquista da Inglaterra.  ,2.14286,3.95066,0.83333,0.000,2.33333,5.90165,1.0,0.222
Qual foi a principal arma utilizada pelos Normandos em batalhas?,O arco longo,2.54545,4.82961,1.0,0.333,0.66667,2.50045,1.0,1.000
Qual região foi estabelecida como Ducado pelos Normandos?,O Ducado da Normandia,1.88889,4.37319,1.0,0.167,1.0,3.01273,1.0,0.000
Qual foi a batalha que marcou o início da dominação normanda na Inglaterra?,A Batalha de Hastings em 1066.  ,2.5,5.36491,1.0,0.286,1.57143,3.79304,1.0,0.250
Como os Normandos influenciaram a língua inglesa?,Introduziram um grande número de termos franceses no vocabulário inglês.  ,1.75,4.10211,1.0,0.250,2.27273,4.82961,1.0,0.571
Quem foi o líder dos Normandos durante a invasão da Inglaterra?,Guilherme o Conquistador,2.16667,5.02467,1.0,0.400,1.0,2.50045,1.0,0.000
Qual foi o impacto da conquista normanda na sociedade inglesa?,A fusão entre a cultura normanda e inglesa,2.63636,4.82961,1.0,0.333,0.875,4.51932,0.875,0.250
Qual é a descendência direta dos Normandos?,A nobreza inglesa e a classe sacerdotal,2.0,4.10211,1.0,0.000,1.14286,4.25402,0.85714,0.500
