Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Gini coefficient,A medida principal de desigualdade econômica é o Coeficiente de Gini.,0.5,1.85566,1.0,0.000,2.25,5.1549,0.90909,0.375
Movimento Occupy Wall Street,O movimento Occupy Wall Street foi uma série de protestos contra a desigualdade econômica.,0.75,3.01273,1.0,0.000,2.13333,5.51466,1.0,0.222
Teoria libertarian,A teoria libertarian enfoca na concentração excessiva de riqueza entre elites.,0.5,1.85566,1.0,0.000,2.66667,5.02467,1.0,0.286
Globalização,A globalização reduziu a desigualdade entre nações,0.0,1.0,1.0,0.000,1.0,4.25402,0.85714,0.000
Richard G. Wilkinson,Richard G. Wilkinson estudou a relação entre IQ e a riqueza nas Nações Unidas.,1.0,2.50045,1.0,0.000,2.26667,5.63172,0.92857,0.222
Índice de Desenvolvimento Humano Ajustado pela Desigualdade (HDI),O IHDI considera tanto o HDI quanto a desigualdade econômica.,3.0,4.37319,1.0,0.143,1.90909,4.96484,0.9,0.000
Movimentos nos Estados Unidos,Os movimentos Occupy ocorreram nos Estados Unidos em resposta à desigualdade econômica.,1.0,3.01273,1.0,0.000,2.38462,5.20226,1.0,0.125
1968 movement in Pakistan,A desigualdade econômica foi um dos motivos do movimento de 1968 no Paquistão.,1.5,3.01273,1.0,0.000,2.42857,5.36491,1.0,0.143
Branko Milanović,Branko Milanović é conhecido por seu trabalho sobre a distribuição global da riqueza.,0.5,1.85566,1.0,0.000,1.92857,5.36491,1.0,0.500
Economic growth,A desigualdade econômica não afeta a taxa de crescimento,0.5,1.85566,1.0,0.000,1.11111,4.75438,0.88889,0.667
