Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
- De que palavra é retirada a palavra farmácia?, Resposta: farmacêutica,2.3,4.51932,0.875,0.400,1.0,1.85566,1.0,0.000
- Quais produtos foram vendidos em uma farmácia?, Resposta: ingredientes para medicamentos,2.0,4.10211,1.0,0.250,1.0,3.01273,1.0,0.000
- O que a raiz grega pharmakos implica?, Resposta: feitiçaria ou mesmo veneno.,1.77778,4.10211,1.0,0.250,1.71429,3.43523,1.0,1.000
1. De que palavra ou raiz grega é derivada a palavra farmácia?,A palavra 'farmácia' deriva da palavra grega 'pharmakeia',1.25,5.32781,0.91667,0.375,3.25,4.51932,0.875,0.333
2. Qual o significado da raiz grega pharmakos?,A raiz grega 'pharmakos' implica feitiçaria ou mesmo veneno.,1.4375,4.37319,1.0,0.400,2.41667,4.61384,1.0,0.714
3. Quais são as principais responsabilidades dos farmacêuticos?,Os farmacêuticos têm como principais responsabilidades dispensar medicamentos,1.125,4.37319,1.0,0.200,1.875,4.37319,1.0,0.167
4. Como os farmacêuticos contribuem para os resultados de saúde dos pacientes?,Os farmacêuticos contribuem para os resultados de saúde ao otimizar o tratamento medicamentoso,1.20833,5.32781,0.91667,0.167,1.61538,5.48607,0.92308,0.286
5. Quais produtos além dos medicamentos são vendidos em uma farmácia?,Além dos medicamentos,1.29545,5.02467,1.0,0.333,0.66667,2.50045,1.0,0.000
6. Qual é a outra função desempenhada por muitos farmacêuticos?,Muitos farmacêuticos atuam também como proprietários de pequenas empresas,1.35,4.82961,1.0,0.200,1.11111,4.61384,1.0,0.167
7. Que tipo de educação e treinamento especializados os farmacêuticos possuem?,Os farmacêuticos recebem formação em ciências farmacêuticas,1.52273,5.02467,1.0,0.286,1.0,4.10211,1.0,0.200
8. Quais categorias do dcterms:subject estão relacionadas à farmácia?,A farmácia está relacionada àscategorias 'Ciências químicas',1.79545,4.82961,1.0,0.143,1.22222,4.10211,1.0,0.167
9. Que serviços além da venda de medicamentos são oferecidos por farmácias?,Farmácias oferecem serviços como aconselhamento farmacêutico,1.375,5.20226,1.0,0.286,1.33333,3.79304,1.0,0.000
10. Qual é o papel da farmácia na promoção da saúde pública?,A farmácia contribui para a saúde pública fornecendo medicamentos acessíveis,2.0,5.32781,0.91667,0.571,1.6,4.96484,0.9,0.286
