Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Que ramo da teoria computacional estuda a classificação de problemas por dificuldade?,teoria da complexidade computacional,2.53846,5.20226,1.0,0.571,1.5,3.01273,1.0,0.333
Qual é a principal questão que a teoria da complexidade computacional aborda?,qualquer problema pode ser resolvido pelo computador?,2.23077,5.32781,0.91667,0.429,1.875,4.10211,1.0,0.800
O que define a dificuldade inerente de um problema no contexto da teoria da complexidade computacional?,seu uso significativo de recursos,2.94118,5.89142,0.9375,0.375,1.0,3.43523,1.0,0.333
Como o modelo matemático é usado para avaliar a complexidade de problemas na teoria da complexidade computacional?,para quantificar recursos necessários.,2.11111,6.00792,0.94118,0.400,1.6,3.01273,1.0,0.000
Quais são os dois principais recursos que são usados na avaliação de complexidade?,tempo e espaço,1.78571,5.48607,0.92308,0.286,0.66667,2.50045,1.0,1.000
Que medida mede a quantidade de portas em um circuito na teoria da complexidade computacional?,complexidade do circuito,2.5,5.65316,1.0,0.375,1.0,2.50045,1.0,0.000
Quais são os dois campos teóricos da computação que mais se aproximam da teoria da complexidade computacional?,análise de algoritmos e teoria da computabilidade,2.55556,6.12437,0.88235,0.444,1.28571,4.10211,1.0,0.500
Como a análise de algoritmos analisa o requisito de recursos em relação ao problema específico na teoria da complexidade computacional?,determina limites práticos de uso de recursos.,2.66667,6.31501,0.95,0.300,1.625,4.25402,0.85714,0.200
Qual ramo da ciência que estuda as dificuldades inerentes e classes de problemas computacionais é conhecido como?,teoria da complexidade computacional,3.38889,5.90165,1.0,0.300,1.5,3.01273,1.0,0.333
A teoria da complexidade computacional é fundamentada na qual das seguintes definições de complexidade de algoritmo?,complexidade de tempo,2.23529,6.01226,0.875,0.111,0.66667,2.50045,1.0,0.500
O que determina a classificação de um problema conforme a teoria da complexidade computacional?,dificuldade inerente do problema e recursos necessários,2.0,5.63172,0.92857,0.500,1.71429,4.10211,1.0,0.400
