Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual evento histórico desencadeou a crise petrolífera de 1973?,Guerra dos Seis Dias,2.0,4.61384,1.0,0.500,0.75,3.01273,1.0,0.000
Qual organização internacional impôs um embargo ao petróleo durante a crise petrolífera de 1973?,Organização dos Países Exportadores de Petróleo (OPEP),2.33333,5.51466,1.0,0.500,1.88889,4.10211,1.0,0.143
Em que ano ocorreu a crise petrolífera que teve impacto global no mercado energético?,1973,2.13333,5.63172,0.92857,0.333,0.0,1.0,1.0,0.000
Qual o principal motivo pelo qual a OPEP impôs um embargo ao petróleo em 1973?,Em resposta à entrada do Egito e da Síria na Guerra dos Seis Dias,2.3125,5.76639,0.93333,0.429,2.64286,5.51466,1.0,0.250
Qual foi uma das principais consequências econômicas da crise petrolífera de 1973?,Crise econômica global,2.69231,5.20226,1.0,0.143,0.66667,2.50045,1.0,0.000
Qual país foi um dos primeiros a ser afetado pelo embargo da OPEP em 1973?,Israel,2.75,5.65316,1.0,0.375,0.0,1.0,1.0,0.000
Qual o nome da organização que representou a OPEP durante a crise petrolífera de 1973?,Organização dos Países Exportadores de Petróleo (OPEP),2.0625,5.76639,0.93333,0.429,1.88889,4.10211,1.0,0.143
Qual evento geopolítico foi a gatilho para a crise petrolífera de 1973?,Guerra dos Seis Dias,2.07692,5.32781,0.91667,0.286,0.75,3.01273,1.0,0.000
Qual o impacto da crise petrolífera de 1973 na economia dos Estados Unidos?,A economia sofreu uma forte recessão,2.64286,5.36491,1.0,0.286,1.0,3.79304,1.0,0.750
Qual foi a duração aproximada da crise petrolífera de 1973?,Cerca de 10 meses,2.63636,4.82961,1.0,0.333,1.5,3.01273,1.0,0.000
