Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Instituição, Tipo,0.0,1.0,1.0,0.000,0.0,1.0,1.0,0.000
Calvert Hall College, Privada,1.0,2.50045,1.0,0.000,0.0,1.0,1.0,0.000
Cathedral High School (Oklahoma), Privada,2.5,3.01273,1.0,0.000,0.0,1.0,1.0,0.000
Our Lady of Mount Carmel Academy, Privada,2.5,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
The Academy at Charlemont, Privada,1.5,3.01273,1.0,0.000,0.0,1.0,1.0,0.000
St. Joseph's Preparatory School (Philadelphia), Privada,1.3125,3.79304,1.0,0.167,0.0,1.0,1.0,0.000
Loretto Heights Academy, Privada,1.0,2.50045,1.0,0.000,0.0,1.0,1.0,0.000
Convent of the Sacred Heart (Baltimore), Privada,3.5,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Academia da Polícia Estadual do Canadá, Privada,2.5,3.79304,1.0,0.167,0.0,1.0,1.0,0.000
Calvert Hall College High School, Privada,2.0,3.43523,1.0,0.000,0.0,1.0,1.0,0.000
St. Andrew's Episcopal School (Barrington), Privada,1.3125,3.79304,1.0,0.167,0.0,1.0,1.0,0.000
Cathedral Latin High School, Privada,1.5,3.01273,1.0,0.000,0.0,1.0,1.0,0.000
Gesu Catholic Academy, Privada,1.0,2.50045,1.0,0.000,0.0,1.0,1.0,0.000
St. Joseph High School (Huntington), Privada,1.5,3.43523,1.0,0.000,0.0,1.0,1.0,0.000
Mount Alvernia Academy, Privada,1.0,2.50045,1.0,0.000,0.0,1.0,1.0,0.000
St. Pius X High School (Tulsa), Privada,1.75,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Notre Dame High School (Lawrenceville), Privada,3.0,3.43523,1.0,0.000,0.0,1.0,1.0,0.000
Cathedral High School (Massachusetts), Privada,2.5,3.01273,1.0,0.000,0.0,1.0,1.0,0.000
Holy Family Academy (Oklahoma), Privada,2.5,3.01273,1.0,0.000,0.0,1.0,1.0,0.000
Mater Dei High School (New York), Privada,1.0,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Calvert Hall College, Privada,1.0,2.50045,1.0,0.000,0.0,1.0,1.0,0.000
St. George's School (Baltimore), Privada,1.10714,3.43523,1.0,0.200,0.0,1.0,1.0,0.000
St. Peter Chanel Catholic High School, Privada,1.25,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
St. Joseph High School (South Bend), Privada,1.75,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Cathedral High School (Huntington), Privada,2.5,3.01273,1.0,0.000,0.0,1.0,1.0,0.000
Notre Dame Academy (Huntington), Privada,2.5,3.01273,1.0,0.000,0.0,1.0,1.0,0.000
Calvert Hall College, Privada,1.0,2.50045,1.0,0.000,0.0,1.0,1.0,0.000
St. John's Preparatory School (Tulsa), Privada,1.3125,3.79304,1.0,0.167,0.0,1.0,1.0,0.000
Holy Trinity Catholic High School (Oklahoma), Privada,3.5,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Our Lady of Fatima Academy, Privada,2.0,3.43523,1.0,0.000,0.0,1.0,1.0,0.000
Cathedral High School (South Bend), Privada,3.0,3.43523,1.0,0.000,0.0,1.0,1.0,0.000
St. Andrew's School (Barrington), Privada,1.10714,3.43523,1.0,0.200,0.0,1.0,1.0,0.000
Calvert Hall College, Privada,1.0,2.50045,1.0,0.000,0.0,1.0,1.0,0.000
Cathedral Latin High School, Privada,1.5,3.01273,1.0,0.000,0.0,1.0,1.0,0.000
Gesu Catholic Academy, Privada,1.0,2.50045,1.0,0.000,0.0,1.0,1.0,0.000
St. Joseph High School (Huntington), Privada,1.5,3.43523,1.0,0.000,0.0,1.0,1.0,0.000
Mount Alvernia Academy, Privada,1.0,2.50045,1.0,0.000,0.0,1.0,1.0,0.000
St. Pius X High School (Tulsa), Privada,1.75,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Notre Dame High School (Lawrenceville), Privada,3.0,3.43523,1.0,0.000,0.0,1.0,1.0,0.000
Cathedral High School (Massachusetts), Privada,2.5,3.01273,1.0,0.000,0.0,1.0,1.0,0.000
Holy Family Academy (Oklahoma), Privada,2.5,3.01273,1.0,0.000,0.0,1.0,1.0,0.000
Mater Dei High School (New York), Privada,1.0,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Calvert Hall College, Privada,1.0,2.50045,1.0,0.000,0.0,1.0,1.0,0.000
St. George's School (Baltimore), Privada,1.10714,3.43523,1.0,0.200,0.0,1.0,1.0,0.000
St. Peter Chanel Catholic High School, Privada,1.25,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
St. Joseph High School (South Bend), Privada,1.75,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Cathedral High School (Huntington), Privada,2.5,3.01273,1.0,0.000,0.0,1.0,1.0,0.000
Notre Dame Academy (Huntington), Privada,2.5,3.01273,1.0,0.000,0.0,1.0,1.0,0.000
Calvert Hall College, Privada,1.0,2.50045,1.0,0.000,0.0,1.0,1.0,0.000
St. John's Preparatory School (Tulsa), Privada,1.3125,3.79304,1.0,0.167,0.0,1.0,1.0,0.000
Holy Trinity Catholic High School (Oklahoma), Privada,3.5,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Our Lady of Fatima Academy, Privada,2.0,3.43523,1.0,0.000,0.0,1.0,1.0,0.000
Cathedral High School (South Bend), Privada,3.0,3.43523,1.0,0.000,0.0,1.0,1.0,0.000
St. Andrew's School (Barrington), Privada,1.10714,3.43523,1.0,0.200,0.0,1.0,1.0,0.000
Calvert Hall College, Privada,1.0,2.50045,1.0,0.000,0.0,1.0,1.0,0.000
Cathedral Latin High School, Privada,1.5,3.01273,1.0,0.000,0.0,1.0,1.0,0.000
Gesu Catholic Academy, Privada,1.0,2.50045,1.0,0.000,0.0,1.0,1.0,0.000
St. Joseph High School (Huntington), Privada,1.5,3.43523,1.0,0.000,0.0,1.0,1.0,0.000
Mount Alvernia Academy, Privada,1.0,2.50045,1.0,0.000,0.0,1.0,1.0,0.000
St. Pius X High School (Tulsa), Privada,1.75,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Notre Dame High School (Lawrenceville), Privada,3.0,3.43523,1.0,0.000,0.0,1.0,1.0,0.000
Cathedral High School (Massachusetts), Privada,2.5,3.01273,1.0,0.000,0.0,1.0,1.0,0.000
Holy Family Academy (Oklahoma), Privada,2.5,3.01273,1.0,0.000,0.0,1.0,1.0,0.000
Mater Dei High School (New York), Privada,1.0,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Calvert Hall College, Privada,1.0,2.50045,1.0,0.000,0.0,1.0,1.0,0.000
St. George's School (Baltimore), Privada,1.10714,3.43523,1.0,0.200,0.0,1.0,1.0,0.000
St. Peter Chanel Catholic High School, Privada,1.25,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
St. Joseph High School (South Bend), Privada,1.75,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Cathedral High School (Huntington), Privada,2.5,3.01273,1.0,0.000,0.0,1.0,1.0,0.000
Notre Dame Academy (Huntington), Privada,2.5,3.01273,1.0,0.000,0.0,1.0,1.0,0.000
Calvert Hall College, Privada,1.0,2.50045,1.0,0.000,0.0,1.0,1.0,0.000
St. John's Preparatory School (Tulsa), Privada,1.3125,3.79304,1.0,0.167,0.0,1.0,1.0,0.000
Holy Trinity Catholic High School (Oklahoma), Privada,3.5,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Our Lady of Fatima Academy, Privada,2.0,3.43523,1.0,0.000,0.0,1.0,1.0,0.000
Cathedral High School (South Bend), Privada,3.0,3.43523,1.0,0.000,0.0,1.0,1.0,0.000
St. Andrew's School (Barrington), Privada,1.10714,3.43523,1.0,0.200,0.0,1.0,1.0,0.000
Calvert Hall College, Privada,1.0,2.50045,1.0,0.000,0.0,1.0,1.0,0.000
