Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Quando começou a crise do petróleo de 1973?,outubro de 1973,2.0,4.37319,1.0,0.500,0.66667,2.50045,1.0,0.500
Qual foi o objetivo do embargo imposto pela OAPEC?,punir os países que apoiaram Israel,2.7,4.61384,1.0,0.800,0.83333,3.79304,1.0,0.250
Quais nações foram inicialmente alvo do embargo?,Canadá,2.0,4.10211,1.0,0.200,0.0,1.0,1.0,0.000
Qual foi a alta no preço do petróleo durante a crise?,quase 300%,2.5,5.1549,0.90909,0.600,0.66667,2.50045,1.0,0.500
Como é chamada a crise de 1973 em contraste com a de 1979?,primeiro choque do petróleo,1.78571,5.62279,0.84615,0.286,1.0,3.01273,1.0,1.000
Por que as nações europeias e o Japão se distanciaram dos Estados Unidos?,para evitar serem alvo do boicote,2.28571,5.36491,1.0,0.000,1.16667,3.79304,1.0,0.500
Quem liderou a OAPEC durante o embargo?,Arábia Saudita,1.625,4.10211,1.0,0.000,0.5,1.85566,1.0,0.000
Quando terminou o embargo?,março de 1974,1.4,3.01273,1.0,0.000,0.66667,2.50045,1.0,0.500
Qual foi outro termo usado para descrever a crise?,primeiro choque do petróleo,1.9,4.61384,1.0,0.800,1.0,3.01273,1.0,1.000
Henry Kissinger negociou com países que não cooperaram como?,prometeu apoio a Israel para retirada militar.,1.8,4.61384,1.0,0.333,1.75,4.10211,1.0,0.400
