Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
1. Qual é a posição do ranking populacional de Jacksonville nos Estados Unidos?,12ª,1.40385,5.36491,1.0,0.125,0.0,1.0,1.0,0.000
2. Qual é a área territorial de Jacksonville em quilômetros quadrados?,1935,1.15909,5.02467,1.0,0.286,0.0,1.0,1.0,0.000
3. Qual era a população de Jacksonville em 2010?,1.345.596,1.08333,4.61384,1.0,0.400,0.0,1.0,1.0,0.000
4. Qual é a temperatura máxima registrada em janeiro em Jacksonville?,85°F,1.38636,5.1549,0.90909,0.286,0.0,1.0,1.0,0.000
5. Qual é a temperatura mínima registrada em fevereiro em Jacksonville?,10°F,1.38636,5.1549,0.90909,0.286,0.0,1.0,1.0,0.000
6. Qual rio passa por Jacksonville?,Rio St. Johns,1.16667,3.79304,1.0,0.250,0.5,2.50045,1.0,0.000
7. Qual figura histórica deu nome a Jacksonville?,Andrew Jackson,1.25,4.37319,1.0,0.333,0.5,1.85566,1.0,0.000
8. Qual era o nome da colônia francesa fundada em 1564 na área que agora é Jacksonville?,Fort Caroline,1.45588,5.90165,1.0,0.455,0.5,1.85566,1.0,0.000
9. Quais povos habitavam a região atualmente conhecida como Jacksonville antes da chegada dos franceses?,Os Timucua,1.31667,5.65316,1.0,0.400,0.5,1.85566,1.0,0.000
10. Em que ano a consolidação fez com que Jacksonville se tornasse parte do Condado de Duval?,1968,1.33824,6.00792,0.94118,0.300,0.0,1.0,1.0,0.000
