Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual o número de estados membros da União Europeia?,27,2.0,4.61384,1.0,0.200,0.0,1.0,1.0,0.000
Qual foi o ano de fundação da Comunidade Europeia do Carvão e do Aço?,1952,2.4,5.63172,0.92857,0.400,0.0,1.0,1.0,0.000
Qual o objetivo principal da legislação da União Europeia?,Promover a paz e a justiça social,2.1,4.75438,0.88889,0.800,1.0,4.25402,0.85714,0.750
O que forma a estrutura constitucional do Direito da UE?,Os Tratados da União Europeia,2.36364,4.82961,1.0,0.400,1.0,3.43523,1.0,0.000
Como é chamado o poder judiciário da União Europeia?,Tribunal de Justiça da União Europeia,1.8,4.61384,1.0,0.429,1.33333,3.79304,1.0,0.167
Qual o tipo de leis que a União Europeia possui?,Leis supranacionais,2.27273,4.82961,1.0,0.200,0.5,1.85566,1.0,0.000
Qual o papel dos Tratados da União Europeia?,Definem a estrutura constitucional,2.33333,4.37319,1.0,0.200,0.75,3.01273,1.0,0.333
O que o Tribunal de Justiça da UE faz?,Interpreta a legislação da União Europeia,2.7,4.75438,0.88889,1.000,1.0,3.79304,1.0,0.250
Qual o foco da economia social promovida pela UE?,Mercado social com pleno emprego,2.0,4.61384,1.0,0.600,1.0,3.43523,1.0,0.750
Quais são alguns dos valores defendidos pela UE?,Paz,2.33333,4.37319,1.0,0.250,0.0,1.0,1.0,0.000
