Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual é o campo principal da teoria da complexidade computacional?,Computational complexity theory,2.36364,4.96484,0.9,0.500,1.0,2.50045,1.0,0.000
Quem foi um dos pioneiros na fundação da teoria da complexidade computacional?,Christos Papadimitriou,3.92308,5.32781,0.91667,0.167,0.5,1.85566,1.0,0.000
Qual é a relação entre os problemas computacionais e as classificações de complexidade?,Os problemas computacionais são classificados em termos de recursos necessários para sua solução.,1.78571,5.36491,1.0,0.167,2.07143,5.36491,1.0,0.286
Quem contribuiu para o estudo das classes de complexidade na ciência da computação?,Miklós Ajtai,2.5,5.36491,1.0,0.500,0.5,1.85566,1.0,0.000
O que é significado por complexidade computacional?,A teoria que analisa a dificuldade relativa de resolver problemas computacionais,2.25,4.10211,1.0,0.250,1.18182,5.1549,0.90909,0.429
Qual cientista foi conhecido por seu trabalho em algoritmos e complexidade?,Ryan Williams,1.91667,5.02467,1.0,0.500,0.5,1.85566,1.0,0.000
Que campo dentro da ciência da computação está relacionado com os conceitos de complexidade?,Ciência da computação,2.46667,5.63172,0.92857,0.429,1.0,2.50045,1.0,0.500
Qual é o objetivo principal da teoria da complexidade computacional?,Classificar problemas computacionais em termos de recursos necessários,2.36364,4.96484,0.9,0.667,1.0,4.37319,1.0,0.000
Que tipo de problema pode ser associado à classe P na teoria da complexidade?,Problemas que podem ser resolvidos em tempo polinomial,3.4,5.51466,1.0,0.667,0.875,4.37319,1.0,0.500
Quem foi reconhecido por seu trabalho em aproximações para a complexidade?,Vijay Vazirani,1.75,5.02467,1.0,0.200,0.5,1.85566,1.0,0.000
Qual é o significado de complexidade computacional teórica?,A análise matemática da dificuldade relativa de resolver problemas computacionais,1.77778,4.37319,1.0,0.200,1.3,4.82961,1.0,0.571
