Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
O que é uma máquina a vapor?,Uma máquina a vapor é um motor térmico que usa vapor como fluido de trabalho,1.875,4.10211,1.0,0.667,1.2,5.76639,0.93333,0.444
Como a máquina a vapor funciona?,O vapor exerce pressão para empurrar o pistão dentro do cilindro,2.0,3.95066,0.83333,0.667,1.27273,5.1549,0.90909,0.667
Qual ciclo termodinâmico é usado para analisar a máquina a vapor?,O ciclo Rankine é usado para analisar o processo,2.33333,5.1549,0.90909,0.714,1.11111,4.75438,0.88889,0.667
Por que a máquina a vapor é considerada um motor de combustão externa?,O fluido de trabalho é separado dos produtos da combustão,2.07143,5.48607,0.92308,0.571,1.5,4.82961,1.0,0.333
Quem patenteou a primeira bomba a vapor para minas?,Jerónimo de Ayanz y Beaumont patenteou a primeira bomba a vapor,2.0,4.75438,0.88889,0.400,1.63636,5.1549,0.90909,0.375
Quem desenvolveu a primeira máquina a vapor comercialmente bem-sucedida?,Thomas Newcomen desenvolveu a primeira máquina a vapor bem-sucedida,2.1,4.75438,0.88889,0.333,1.33333,4.75438,0.88889,0.286
Onde as máquinas a vapor eram usadas na Revolução Industrial?,Eram usadas para acionar fábricas e locomotivas,2.27273,4.82961,1.0,0.167,1.0,4.10211,1.0,0.000
Por que as máquinas a vapor foram substituídas?,Por causa de motores elétricos e motores de combustão interna,2.11111,4.37319,1.0,0.250,1.1,5.12344,0.8,0.200
O que é o aeolipile?,É um dispositivo de vapor antigo,1.5,3.59796,0.8,0.000,0.83333,3.79304,1.0,0.500
Como o movimento do pistão é transformado em força rotacional?,O movimento do pistão é transformado pelo biela e manivela,2.18182,4.82961,1.0,0.333,1.3,4.82961,1.0,0.167
