Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual foi o período em que a Peste Negra atingiu seu pior momento na Europa?,1347-1351,2.0,5.65316,1.0,0.375,0.0,1.0,1.0,0.000
Qual é o nome científico do agente causador da Peste Negra?,Yersinia pestis,2.66667,5.02467,1.0,0.429,0.5,1.85566,1.0,0.000
Que forma de transmissão da Peste Negra envolvia os ratos e pulgas?,Peste bubônica,2.46154,5.20226,1.0,0.286,0.5,1.85566,1.0,0.000
Que forma de transmissão da Peste Negra envolvia a transmissão direta entre pessoas?,Peste pneumônica,2.5,5.48607,0.92308,0.250,0.5,1.85566,1.0,0.000
Qual é o nome comum da Peste Negra?,Morte negra,1.88889,4.37319,1.0,0.400,0.5,1.85566,1.0,0.000
Qual foi a estimativa do impacto populacional da Peste Negra na Europa?,Redução da população europeia por 30% a 60%,3.92308,5.20226,1.0,0.000,1.0,4.96484,0.9,0.200
Que teoria popular relaciona a Peste Negra com o surgimento de trabalhadores mais bem remunerados?,Redução da oferta de mão de obra,2.0,5.65316,1.0,0.500,1.0,4.25402,0.85714,0.750
Que grupos sociais foram particularmente afetados pela Peste Negra?,Todas as classes sociais,2.0,4.61384,1.0,0.000,0.75,3.01273,1.0,0.000
Qual é o nome da doença caracterizada por feridas purulentas durante a Peste Negra?,Bubões,3.0,5.51466,1.0,0.250,0.0,1.0,1.0,0.000
Qual foi um dos impactos culturais da Peste Negra?,Preocupação com a imortalidade e o final dos tempos,2.3,4.61384,1.0,0.000,1.33333,4.61384,1.0,0.500
2. Cada par está no formato `pergunta,resposta`,0.96429,4.10211,1.0,0.600,0.5,1.0,1.0,1.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Quem foi o agente causador da Peste Negra?,Yersinia pestis,2.33333,4.37319,1.0,0.200,0.5,1.85566,1.0,0.000
Qual foi o período mais intenso da Peste Negra na Europa?,1347-1351,2.66667,5.02467,1.0,0.429,0.0,1.0,1.0,0.000
Qual foi o principal vetor de transmissão da Peste Negra?,Pulgas que infestavam ratos,2.0,4.82961,1.0,0.333,0.75,3.01273,1.0,0.000
Que forma da peste causava infecção nos pulmões e era altamente contagiosa?,Peste pneumônica,2.92308,5.20226,1.0,0.286,0.5,1.85566,1.0,0.000
Qual foi o impacto populacional estimado da Peste Negra na Europa?,Redução de 30% a 60% da população,3.5,5.02467,1.0,0.000,1.55556,4.75438,0.88889,0.250
Qual forma da peste caracterizava-se por feridas purulentas nos linfonodos?,Peste bubônica,2.54545,4.82961,1.0,0.167,0.5,1.85566,1.0,0.000
Qual foi uma das consequências econômicas da Peste Negra?,Redução da oferta de mão de obra,2.7,4.61384,1.0,0.000,1.0,4.25402,0.85714,0.750
Como a Peste Negra influenciou a remuneração dos trabalhadores?,Aumento dos salários devido à escassez de trabalhadores,2.3,4.75438,0.88889,0.000,2.125,4.37319,1.0,0.000
Qual foi uma das teorias populares sobre a causa da Peste Negra?,Castigo divino,2.23077,5.20226,1.0,0.167,0.5,1.85566,1.0,0.500
Como a Peste Negra impactou a cultura europeia?,Acentuou preocupações com a imortalidade e o final dos tempos,2.22222,4.51932,0.875,0.200,1.1,4.82961,1.0,0.400
