Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
O que é Ctenophora?,Ctenóforos,1.4,3.01273,1.0,0.000,0.0,1.0,1.0,0.000
Qual a principal característica dos ctenóforos?,A presença de pentes formados por grupos de cílios que utilizam para nadar.,1.71429,3.79304,1.0,0.667,2.0,5.48607,0.92308,0.286
Quais são os tamanhos adultos dos ctenóforos?,Vão de cerca de 1 mm a 1,2.0,4.10211,1.0,0.250,1.75,4.69839,0.75,0.000
Os ctenóforos são semelhantes às medusas por quê?,Embora superficialmente semelhantes,2.22222,4.37319,1.0,0.250,0.66667,2.50045,1.0,0.000
Quando os ctenóforos apareceram pela primeira vez no registro fóssil?,Desde o Cambriano.,2.09091,4.82961,1.0,0.500,1.25,2.50045,1.0,0.000
Qual é a classificação taxonômica dos ctenóforos?,Eles pertencem ao reino Animalia,2.0,4.10211,1.0,0.250,1.0,3.43523,1.0,0.333
Quais são as subdivisões dos ctenóforos?,Clases.,1.71429,3.79304,1.0,0.333,0.5,1.0,1.0,0.000
Qual é o nome comum dos ctenóforos?,Águas-vivas-de-pente ou carambolas-do-mar.,1.75,4.10211,1.0,0.500,1.25,2.50045,1.0,0.000
Quais são algumas características dos ctenóforos?,Bioluminescentes,1.71429,3.79304,1.0,0.333,0.0,1.0,1.0,0.000
Qual é o espécie-típica dos ctenóforos?,Mnemiopsis leidyi.,1.71429,3.79304,1.0,0.000,1.0,1.85566,1.0,0.000
