Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual é a função principal do IPCC?,Avançar conhecimento científico sobre mudanças climáticas causadas por atividades humanas,1.75,4.10211,1.0,0.500,1.6,4.82961,1.0,0.250
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Quem criou o IPCC?,WMO e UNEP,1.4,3.01273,1.0,0.000,0.66667,2.50045,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Como são escolhidos membros do Bureau de IPCC?,Eles são eleitos pelos estados-membros,2.0,4.37319,1.0,0.333,0.8,3.43523,1.0,0.333
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
O que o IPCC faz com a informação coletada?,Informa governos sobre o estado dos conhecimentos de mudanças climáticas,2.5,4.75438,0.88889,0.250,1.4,4.82961,1.0,0.167
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Como os membros do IPCC contribuem para a elaboração das publicações?,Por meio de nominations por governos e organizações observadoras,2.5,5.02467,1.0,0.000,1.44444,4.75438,0.88889,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
O IPCC recebeu prêmio Nobel em 2007,Sim,1.14286,4.10211,1.0,0.200,0.0,1.0,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
