Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual é a extensão da bacia amazônica em quilômetros quadrados?,A bacia amazônica tem uma área de cerca de 7 milhões de quilômetros quadrados.,2.45455,4.82961,1.0,0.333,2.13333,5.76263,0.85714,0.286
Quantas espécies de árvores diferentes podem ser encontradas na floresta amazônica?,Na floresta amazônica,2.33333,5.02467,1.0,0.375,1.0,2.50045,1.0,0.500
Quais são os países que fazem parte da região amazônica?,Os nove países que possuem território na região amazônica são Brasil,2.0,4.82961,1.0,0.500,1.90909,5.02467,1.0,0.429
Qual é a porcentagem de florestas tropicais remanescentes do planeta que a Amazônia representa?,A Amazônia representa mais da metade das florestas tropicais remanescentes do planeta.,2.86667,5.63172,0.92857,0.125,3.07692,5.20226,1.0,0.286
Quantos quilômetros quadrados de floresta tropical são cobertos na bacia amazônica?,5.500.000 quilômetros quadrados (2.100.000 milhas quadradas) são cobertos pela floresta tropical na bacia amazônica.,2.5,5.02467,1.0,0.500,4.35294,5.51466,1.0,0.400
Qual é a localização geográfica aproximada da floresta amazônica?,A floresta Amazônica está localizada principalmente no Brasil,2.7,4.61384,1.0,0.167,1.5,4.37319,1.0,0.333
Quantas espécies de plantas e animais diferentes são encontradas na floresta amazônica?,Na floresta amazônica,2.30769,5.20226,1.0,0.250,1.0,2.50045,1.0,0.500
Qual é a área total da bacia amazônica em milhões de quilômetros quadrados?,A área total da bacia amazônica é de cerca de 7 milhões de quilômetros quadrados.,2.07143,5.36491,1.0,0.500,2.4375,5.89204,0.86667,0.500
Quantos países têm Amazonas no nome dos seus estados ou departamentos?,Estados ou departamentos de quatro nações contêm Amazonas em seus nomes.,2.75,5.02467,1.0,0.167,2.16667,5.02467,1.0,0.000
Que tipo de floresta a Amazônia representa?,A Amazônia é uma floresta tropical úmida,2.0,4.10211,1.0,0.500,1.14286,4.10211,1.0,0.400
