Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
 `<pergunta,resposta>`  ,1.0,1.0,1.0,1.000,1.0,1.0,1.0,1.000
 `101_(number),Prime number`  ,1.33333,1.85566,1.0,0.000,1.0,1.85566,1.0,0.000
 `103_(number),Prime number`  ,2.5,1.85566,1.0,0.000,1.0,1.85566,1.0,0.000
 `107_(number),Prime number`  ,2.5,1.85566,1.0,0.000,1.0,1.85566,1.0,0.000
 `109_(number),Prime number`  ,2.5,1.85566,1.0,0.000,1.0,1.85566,1.0,0.000
 `113_(number),Prime number`  ,2.5,1.85566,1.0,0.000,1.0,1.85566,1.0,0.000
 `11_(number),Prime number`  ,1.33333,1.85566,1.0,0.000,1.0,1.85566,1.0,0.000
 `127_(number),Prime number`  ,2.5,1.85566,1.0,0.000,1.0,1.85566,1.0,0.000
 `131_(number),Prime number`  ,2.5,1.85566,1.0,0.000,1.0,1.85566,1.0,0.000
 `137_(number),Prime number`  ,2.5,1.85566,1.0,0.000,1.0,1.85566,1.0,0.000
 `139_(number),Prime number`  ,2.5,1.85566,1.0,0.000,1.0,1.85566,1.0,0.000
 `<pergunta,resposta>`  ,1.0,1.0,1.0,1.000,1.0,1.0,1.0,1.000
 `149_(number),Prime number`  ,2.5,1.85566,1.0,0.000,1.0,1.85566,1.0,0.000
 `151_(number),Prime number`  ,2.5,1.85566,1.0,0.000,1.0,1.85566,1.0,0.000
 `157_(number),Prime number`  ,2.5,1.85566,1.0,0.000,1.0,1.85566,1.0,0.000
 `163_(number),Prime number`  ,2.5,1.85566,1.0,0.000,1.0,1.85566,1.0,0.000
 `167_(number),Prime number`  ,2.5,1.85566,1.0,0.000,1.0,1.85566,1.0,0.000
 `173_(number),Prime number`  ,2.5,1.85566,1.0,0.000,1.0,1.85566,1.0,0.000
 `179_(number),Prime number`  ,2.5,1.85566,1.0,0.000,1.0,1.85566,1.0,0.000
 `181_(number),Prime number`  ,2.5,1.85566,1.0,0.000,1.0,1.85566,1.0,0.000
 `193_(number),Prime number`  ,2.5,1.85566,1.0,0.000,1.0,1.85566,1.0,0.000
 `<pergunta,resposta>`  ,1.0,1.0,1.0,1.000,1.0,1.0,1.0,1.000
 `211_(number),Prime number`  ,2.5,1.85566,1.0,0.000,1.0,1.85566,1.0,0.000
 `23_(number),Prime number`  ,1.33333,1.85566,1.0,0.000,1.0,1.85566,1.0,0.000
 `29_(number),Prime number`  ,1.33333,1.85566,1.0,0.000,1.0,1.85566,1.0,0.000
 `3,(Prime number)`  ,0.5,1.85566,1.0,0.000,2.0,1.85566,1.0,0.000
 `31_(number),Prime number`  ,2.5,1.85566,1.0,0.000,1.0,1.85566,1.0,0.000
 `37_(number),Prime number`  ,2.5,1.85566,1.0,0.000,1.0,1.85566,1.0,0.000
 `41_(number),Prime number`  ,2.5,1.85566,1.0,0.000,1.0,1.85566,1.0,0.000
 `43_(number),Prime number`  ,1.33333,1.85566,1.0,0.000,1.0,1.85566,1.0,0.000
 `47_(number),Prime number`,1.33333,1.85566,1.0,0.000,1.0,1.85566,1.0,0.000
