Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual foi o nome oficial da dinastia Yuan?,Grande Yuan  ,1.88889,4.37319,1.0,0.600,0.5,1.85566,1.0,0.000
Quem estabeleceu a dinastia Yuan?,Kublai Khan  ,1.5,3.43523,1.0,0.000,0.5,1.85566,1.0,0.000
Qual dinastia antecedeu o Yuan?,dinastia Song  ,1.66667,3.43523,1.0,0.000,0.5,1.85566,1.0,0.000
Qual dinastia sucedeu o Yuan?,dinastia Ming  ,1.66667,3.43523,1.0,0.000,0.5,1.85566,1.0,0.000
Quando Kublai Khan proclamou a dinastia?,1271  ,1.71429,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Quem foi o fundador oficial do Yuan?,Genghis Khan  ,2.125,4.10211,1.0,0.500,0.5,1.85566,1.0,0.000
Qual era a língua dominante?,chinesa  ,1.5,3.43523,1.0,0.667,0.0,1.0,1.0,0.000
Quais religiões eram praticadas?,budismo,1.6,3.01273,1.0,0.000,0.0,1.0,1.0,0.000
Quando a dinastia Yuan terminou?,1368  ,1.83333,3.43523,1.0,0.000,0.0,1.0,1.0,0.000
Qual era a capital do Yuan?,Shangdu,1.71429,3.79304,1.0,1.000,0.0,1.0,1.0,0.000
