Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
8. What about bipartite matching being solvable in O(n^3) time? That doesn't seem right, I think it's O(n).,1.73333,5.78178,1.0,0.125,1.8,3.79304,1.0,0.333
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Algorithms and Complexity,The Traveling Salesman Problem (TSP),1.0,2.50045,1.0,0.000,3.0,3.43523,1.0,0.000
O(n^2) time,Time complexity for sorting using bubble sort,1.42857,2.50045,1.0,0.500,1.42857,4.10211,1.0,0.000
O(n) space,Space complexity of quicksort,1.4,2.50045,1.0,0.500,1.5,3.01273,1.0,0.000
Hamiltonian cycle,Which graph problem is NP-Complete? Hamiltonian cycle,0.5,1.85566,1.0,0.000,1.25,4.10211,1.0,0.000
O(n),What's the goal in a minimization problem? Finding the shortest path between two nodes.,1.0,1.85566,1.0,1.000,2.95,5.76639,0.93333,0.333
NP-Hard vs NP Complete,What about maximum clique being NP-Hard vs NP Complete.,1.5,3.01273,1.0,0.000,3.8,4.61384,1.0,0.111
Chromatic number,What is the minimum number of colors needed for a graph to be properly colored?,0.5,1.85566,1.0,0.000,3.9375,5.65316,1.0,0.267
O(n^3) time,Bipartite matching solvable in O(n^3),1.42857,2.50045,1.0,0.500,1.7,3.79304,1.0,0.000
NP-Complete,2-coloring problem for bipartite graphs.,0.0,1.0,1.0,0.000,1.66667,3.43523,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
pergunta, respondendo,0.0,1.0,1.0,1.000,0.0,1.0,1.0,0.000
Algorithms and Complexity,The Traveling Salesman Problem (TSP).,1.0,2.50045,1.0,0.000,3.5,3.43523,1.0,0.000
pergunta, respondendo,0.0,1.0,1.0,1.000,0.0,1.0,1.0,0.000
pergunta, respondendo,0.0,1.0,1.0,1.000,0.0,1.0,1.0,0.000
Algorithms and Complexity,Hamiltonian cycle is NP-Complete. ,1.0,2.50045,1.0,0.000,1.6,3.01273,1.0,0.000
pergunta, respondendo,0.0,1.0,1.0,1.000,0.0,1.0,1.0,0.000
Algorithms and Complexity,The Traveling Salesman Problem (TSP). ,1.0,2.50045,1.0,0.000,3.5,3.43523,1.0,0.000
pergunta, respondendo,0.0,1.0,1.0,1.000,0.0,1.0,1.0,0.000
Algorithms and Complexity,Hamiltonian cycle is NP-Complete. Time complexity for sorting using bubble sort is O(n^2) time.,1.0,2.50045,1.0,0.000,2.33125,5.89204,0.86667,0.067
pergunta, respondendo,0.0,1.0,1.0,1.000,0.0,1.0,1.0,0.000
Algorithms and Complexity,The Traveling Salesman Problem (TSP). Space complexity of quicksort is O(n) space. Maximum Clique is NP-Hard vs NP Complete.,1.0,2.50045,1.0,0.000,2.97348,6.42016,0.9,0.050
pergunta, respondendo,0.0,1.0,1.0,1.000,0.0,1.0,1.0,0.000
Algorithms and Complexity,Hamiltonian cycle is NP-Complete. Time complexity for sorting using bubble sort is O(n^2) time.,1.0,2.50045,1.0,0.000,2.33125,5.89204,0.86667,0.067
pergunta, respondendo,0.0,1.0,1.0,1.000,0.0,1.0,1.0,0.000
Algorithms and Complexity,The Traveling Salesman Problem (TSP). Space complexity of quicksort is O(n) space. Maximum Clique being NP-Hard vs NP Complete.,1.0,2.50045,1.0,0.000,2.97348,6.31501,0.95,0.050
pergunta, respondendo,0.0,1.0,1.0,1.000,0.0,1.0,1.0,0.000
Algorithms and Complexity,Hamiltonian cycle is NP-Complete. Time complexity for sorting using bubble sort is O(n^2) time.,1.0,2.50045,1.0,0.000,2.33125,5.89204,0.86667,0.067
pergunta, respondendo,0.0,1.0,1.0,1.000,0.0,1.0,1.0,0.000
Algorithms and Complexity,The Traveling Salesman Problem (TSP). Space complexity of quicksort is O(n) space. Maximum Clique being NP-Hard vs NP Complete.,1.0,2.50045,1.0,0.000,2.97348,6.31501,0.95,0.050
pergunta, respondendo,0.0,1.0,1.0,1.000,0.0,1.0,1.0,0.000
Algorithms and Complexity,Hamiltonian cycle is NP-Complete. Time complexity for sorting using bubble sort is O(n^2) time.,1.0,2.50045,1.0,0.000,2.33125,5.89204,0.86667,0.067
pergunta, respondendo,0.0,1.0,1.0,1.000,0.0,1.0,1.0,0.000
Algorithms and Complexity,The Traveling Salesman Problem (TSP). Space complexity of quicksort is O(n) space. Maximum Clique being NP-Hard vs NP Complete.,1.0,2.50045,1.0,0.000,2.97348,6.31501,0.95,0.050
pergunta, respondendo,0.0,1.0,1.0,1.000,0.0,1.0,1.0,0.000
Algorithms and Complexity,Hamiltonian cycle is NP-Complete. Time complexity for sorting using bubble sort is O(n^2) time.,1.0,2.50045,1.0,0.000,2.33125,5.89204,0.86667,0.067
pergunta, respondendo,0.0,1.0,1.0,1.000,0.0,1.0,1.0,0.000
Algorithms and Complexity,The Traveling Salesman Problem (TSP). Space complexity of quicksort is O(n) space. Maximum Clique being NP-Hard vs NP Complete.,1.0,2.50045,1.0,0.000,2.97348,6.31501,0.95,0.050
pergunta, respondendo,0.0,1.0,1.0,1.000,0.0,1.0,1.0,0.000
Algorithms and Complexity,Hamiltonian cycle is NP-Complete. Time complexity for sorting using bubble sort is O(n^2) time.,1.0,2.50045,1.0,0.000,2.33125,5.89204,0.86667,0.067
pergunta, respondendo,0.0,1.0,1.0,1.000,0.0,1.0,1.0,0.000
Algorithms and Complexity,The Traveling Salesman Problem (TSP). Space complexity of quicksort is O(n) space. Maximum Clique being NP-Hard vs NP Complete.,1.0,2.50045,1.0,0.000,2.97348,6.31501,0.95,0.050
pergunta, respondendo,0.0,1.0,1.0,1.000,0.0,1.0,1.0,0.000
Algorithms and Complexity,Hamiltonian cycle is NP-Complete. Time complexity for sorting using bubble sort is O(n^2) time.,1.0,2.50045,1.0,0.000,2.33125,5.89204,0.86667,0.067
pergunta, respondendo,0.0,1.0,1.0,1.000,0.0,1.0,1.0,0.000
Algorithms and Complexity,The Traveling Salesman Problem (TSP). Space complexity of quicksort is O(n) space. Maximum Clique being NP-Hard vs NP Complete.,1.0,2.50045,1.0,0.000,2.97348,6.31501,0.95,0.050
pergunta, respondendo,0.0,1.0,1.0,1.000,0.0,1.0,1.0,0.000
Algorithms and Complexity,Hamiltonian cycle is NP-Complete. Time complexity for sorting using bubble sort is O(n^2) time.,1.0,2.50045,1.0,0.000,2.33125,5.89204,0.86667,0.067
pergunta, respondendo,0.0,1.0,1.0,1.000,0.0,1.0,1.0,0.000
Algorithms and Complexity,The Traveling Salesman Problem (TSP). Space complexity of quicksort is O(n) space. Maximum Clique being NP-Hard vs NP Complete.,1.0,2.50045,1.0,0.000,2.97348,6.31501,0.95,0.050
pergunta, respondendo,0.0,1.0,1.0,1.000,0.0,1.0,1.0,0.000
