Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
1. Qual foi a religião seguida pelos Huguenotes?,calvinismo,1.375,4.37319,1.0,0.200,0.0,1.0,1.0,0.000
2. De onde pode ter vindo o termo Huguenote?,do nome de Bezanson Hugues,1.08333,4.61384,1.0,0.333,0.8,3.43523,1.0,0.333
3. Onde os Huguenotes estavam concentrados na França?,partes sul e ocidental,1.1875,4.37319,1.0,0.000,1.0,3.01273,1.0,0.667
4. Qual foi o período das Guerras Religiosas Francesas?,1562 a 1598,1.41667,4.61384,1.0,0.167,0.66667,2.50045,1.0,0.000
5. Qual edital concedeu autonomia aos Huguenotes?,o Edito de Nantes,1.46429,4.10211,1.0,0.000,0.75,3.01273,1.0,0.333
6. Qual rei instituiu a revogação dos direitos dos Huguenotes?,Luís XIV,1.45,4.96484,0.9,0.167,0.5,1.85566,1.0,0.000
7. Qual edital revogou os direitos dos Huguenotes?,o Edito de Fontainebleau,1.1875,4.37319,1.0,0.000,0.75,3.01273,1.0,0.333
8. O que os Huguenotes tiveram que fazer após o Edito de Fontainebleau?,converter-se ou fugir,1.17308,5.62279,0.84615,0.286,0.66667,2.50045,1.0,0.500
9. Quando acabou oficialmente a perseguição aos Huguenotes?,1787,1.1875,4.37319,1.0,0.200,0.0,1.0,1.0,0.000
10. Qual foi a principal causa da perseguição aos Huguenotes?,diferenças religiosas,1.4,4.82961,1.0,0.500,0.5,1.85566,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual foi a religião seguida pelos Huguenotes?,calvinismo,2.25,4.10211,1.0,0.250,0.0,1.0,1.0,0.000
De onde pode ter vindo o termo Huguenote?,do nome de Bezanson Hugues,1.66667,4.37319,1.0,0.400,0.8,3.43523,1.0,0.333
Onde os Huguenotes estavam concentrados na França?,partes sul e ocidental,1.875,4.10211,1.0,0.000,1.0,3.01273,1.0,0.667
Qual foi o período das Guerras Religiosas Francesas?,1562 a 1598,2.33333,4.37319,1.0,0.200,0.66667,2.50045,1.0,0.000
Qual edital concedeu autonomia aos Huguenotes?,o Edito de Nantes,2.42857,3.79304,1.0,0.000,0.75,3.01273,1.0,0.333
Qual rei instituiu a revogação dos direitos dos Huguenotes?,Luís XIV,2.4,4.75438,0.88889,0.200,0.5,1.85566,1.0,0.000
Qual edital revogou os direitos dos Huguenotes?,o Edito de Fontainebleau,1.875,4.10211,1.0,0.000,0.75,3.01273,1.0,0.333
O que os Huguenotes tiveram que fazer após o Edito de Fontainebleau?,converter-se ou fugir,1.84615,5.47097,0.83333,0.333,0.66667,2.50045,1.0,0.500
Quando acabou oficialmente a perseguição aos Huguenotes?,1787,1.875,4.10211,1.0,0.250,0.0,1.0,1.0,0.000
Qual foi a principal causa da perseguição aos Huguenotes?,diferenças religiosas,2.3,4.61384,1.0,0.600,0.5,1.85566,1.0,0.000
