Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
1. Qual é o nome comum de Ctenophora?,comb jellies,1.125,4.37319,1.0,0.400,0.5,1.85566,1.0,0.000
2. O que Ctenophora usa para nadar?,grupos de cílios,1.17857,4.10211,1.0,0.250,0.66667,2.50045,1.0,0.000
3. Qual o tamanho máximo de Ctenophora?,1,1.10714,4.10211,1.0,0.500,0.0,1.0,1.0,0.000
4. Onde Ctenophora vive?,águas marinhas,0.875,3.01273,1.0,0.000,0.5,1.85566,1.0,0.000
5. Qual a classificação de Ctenophora?,filo de invertebrados marinhos,1.0,3.79304,1.0,0.333,0.75,3.01273,1.0,0.333
6. O que Ctenophora come?,presas desde larvas até crustáceos,1.15,3.43523,1.0,0.000,1.2,3.43523,1.0,0.250
7. Como é a estrutura do corpo de Ctenophora?,massa de gelatina com camadas de dois células,1.13889,4.61384,1.0,0.333,0.875,4.51932,0.875,0.500
8. Qual o debate sobre a evolução de Ctenophora?,posição na árvore da vida,1.08333,4.61384,1.0,0.500,2.0,3.43523,1.0,1.000
9. Qual o significado do nome Ctenophora em grego?,comb e carregar,1.52778,4.61384,1.0,0.600,0.66667,2.50045,1.0,0.500
10. Como são os fósseis de Ctenophora?,encontrados em lagerstätten do Cambriano,1.03571,4.10211,1.0,0.250,1.0,3.43523,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual é o nome comum de Ctenophora?,comb jellies,1.75,4.10211,1.0,0.500,0.5,1.85566,1.0,0.000
O que Ctenophora usa para nadar?,grupos de cílios,1.85714,3.79304,1.0,0.333,0.66667,2.50045,1.0,0.000
Qual o tamanho máximo de Ctenophora?,1,1.71429,3.79304,1.0,0.667,0.0,1.0,1.0,0.000
Onde Ctenophora vive?,águas marinhas,1.25,2.50045,1.0,0.000,0.5,1.85566,1.0,0.000
Qual a classificação de Ctenophora?,filo de invertebrados marinhos,1.5,3.43523,1.0,0.500,0.75,3.01273,1.0,0.333
O que Ctenophora come?,presas desde larvas até crustáceos,1.8,3.01273,1.0,0.000,1.2,3.43523,1.0,0.250
Como é a estrutura do corpo de Ctenophora?,massa de gelatina com camadas de dois células,1.77778,4.37319,1.0,0.400,0.875,4.51932,0.875,0.500
Qual o debate sobre a evolução de Ctenophora?,posição na árvore da vida,1.66667,4.37319,1.0,0.667,2.0,3.43523,1.0,1.000
Qual o significado do nome Ctenophora em grego?,comb e carregar,2.55556,4.37319,1.0,0.750,0.66667,2.50045,1.0,0.500
Como são os fósseis de Ctenophora?,encontrados em lagerstätten do Cambriano,1.57143,3.79304,1.0,0.333,1.0,3.43523,1.0,0.000
