Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Imperialismo estende o poder de um país através de quê?,acquisição territorial,2.27273,4.96484,0.9,0.800,0.5,1.85566,1.0,0.500
O imperialismo pode ser exercido por meio de qual tipo de poder?,poder econômico,1.84615,5.32781,0.91667,0.833,0.5,1.85566,1.0,1.500
Qual termo é usado para descrever a influência cultural e diplomática no imperialismo?,soft power,2.07143,5.36491,1.0,0.625,0.5,1.85566,1.0,0.000
Imperialismo é relacionado à administração direta de territórios através do quê?,força militar,2.25,5.02467,1.0,0.286,0.5,1.85566,1.0,1.000
O imperialismo informal ainda exerce qual tipo de controle?,político e econômico,2.1,4.61384,1.0,0.500,0.66667,2.50045,1.0,1.000
Quem pode ser considerado um oponente do imperialismo?,Léon-Étienne Duval,1.77778,4.37319,1.0,0.400,0.5,1.85566,1.0,0.000
Qual partido canadense adotou o imperialismo como ideologia?,Conservative Party of Canada (1867–1942),2.0,4.37319,1.0,0.400,4.0,3.43523,1.0,0.000
O imperialismo muitas vezes resulta em quê?,genocídios,2.125,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
Imperialismo estende poder e domínio através de qual prática?,controle político e econômico,2.5,4.61384,1.0,0.800,1.0,3.01273,1.0,1.000
De que maneira o imperialismo é geralmente administrado?,força militar,2.0,4.37319,1.0,0.400,0.5,1.85566,1.0,1.000
