Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
The political structure is another area, knowing that Daniel Andrews has been the Premier since 2014 can form a question on the current leader.,2.5,3.79304,1.0,0.000,5.05263,6.11685,0.94444,0.222
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual é a capital de Victoria?,Melbourne,1.57143,3.79304,1.0,0.667,0.0,1.0,1.0,0.000
Quem tem governado Victoria desde 2014?,Daniel Andrews,1.85714,3.79304,1.0,0.000,0.5,1.85566,1.0,0.000
Quantos assentos na Câmara dos Representantes pertencem à Assembleia Legislativa de Victoria?,37,2.92308,5.20226,1.0,0.111,0.0,1.0,1.0,0.000
Onde foi construído o Melbourne Cricket Ground como Patrimônio Mundial?,Melbourne,2.36364,4.82961,1.0,0.222,0.0,1.0,1.0,0.000
Qual é a base da economia de Victoria?,Setores de serviços,1.77778,4.37319,1.0,0.500,0.66667,2.50045,1.0,0.000
Qual evento realizado em 2006 teve Melbourne como sede?,Jogos da Commonwealth,2.1,4.61384,1.0,0.333,1.0,2.50045,1.0,0.000
Qual é a universidade mais antiga em Victoria?,Universidade de Melbourne,1.88889,4.37319,1.0,0.400,0.66667,2.50045,1.0,0.333
Como Victoria se classifica no PIB per capita entre os estados da Austrália?,Sexto lugar,2.64286,5.36491,1.0,0.000,0.5,1.85566,1.0,0.500
Quem é o governador atual de Victoria?,Linda Dessau,2.0,4.10211,1.0,0.500,0.5,1.85566,1.0,0.000
Em qual campo Melbourne se destaca como um centro significativo?,Cultura,2.27273,4.82961,1.0,0.400,0.0,1.0,1.0,0.000
