Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual é a capital da Polônia?,Varsóvia  ,1.71429,3.79304,1.0,0.667,0.0,1.0,1.0,0.000
Em que rio está localizada Varsóvia?,Vístula  ,1.71429,3.79304,1.0,0.250,0.0,1.0,1.0,0.000
A que distância fica Varsóvia do mar Báltico?,cerca de 260 km  ,2.22222,4.37319,1.0,0.500,1.5,3.01273,1.0,0.000
Quantos moradores tem a maior área metropolitana?,2.666 milhões  ,1.75,4.10211,1.0,0.400,0.5,1.85566,1.0,0.000
Quando Varsóvia foi classificada como a 32ª cidade mais habitável do mundo?,2012  ,2.30769,5.20226,1.0,0.500,0.0,1.0,1.0,0.000
O que caracteriza a economia de Varsóvia?,uma variedade de indústrias  ,1.625,4.10211,1.0,0.333,0.75,3.01273,1.0,0.500
Que intercâmbio em Varsóvia é um dos mais importantes para a Europa Central e Oriental?,pesquisa  ,2.3125,5.65316,1.0,0.333,0.0,1.0,1.0,1.000
Qual é o nome da agência da União Europeia para a segurança das fronteiras externas?,Frontex  ,2.625,5.76639,0.93333,0.500,0.0,1.0,1.0,0.000
Qual é o nome de uma estação ferroviária em Varsóvia?,Warszawa Żerań  ,1.81818,4.82961,1.0,0.400,0.5,1.85566,1.0,0.000
Qual é o lema de Varsóvia?,Semper invicta,1.57143,3.79304,1.0,0.000,0.5,1.85566,1.0,0.000
