Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual é a principal base legal da União Europeia?,Tratado de Lisboa,2.2,4.61384,1.0,0.500,0.66667,2.50045,1.0,0.000
Qual é a função da Comissão Europeia?,Propor legislação,2.0,4.10211,1.0,0.250,0.5,1.85566,1.0,0.500
Qual é o papel da Corte de Justiça da União Europeia?,Interpretar e aplicar o direito da União Europeia,1.91667,5.1549,0.90909,0.250,1.0,4.37319,1.0,0.800
Qual é a instituição responsável por legislar na União Europeia?,Parlamento Europeu e Conselho da União Europeia,2.18182,4.82961,1.0,0.500,1.14286,4.10211,1.0,0.000
Qual é a base legal para a livre circulação de bens na União Europeia?,Artigo 6 do Tratado de Funcionamento da União Europeia (TFEU),1.93333,5.63172,0.92857,0.375,1.58333,4.82961,1.0,0.111
Qual é a função do Conselho Europeu?,Definir a direção política e prioridades da União Europeia,2.0,4.10211,1.0,0.250,1.22222,4.61384,1.0,0.333
Qual é o tratado que estabeleceu a Comunidade Econômica Europeia?,Tratado de Roma (1957),1.81818,4.82961,1.0,0.000,1.33333,3.01273,1.0,0.000
Qual é a base legal para a Iniciativa dos Cidadãos Europeus?,Artigo 11 do Tratado que Institui a União Europeia (TFEU),2.08333,5.1549,0.90909,0.286,1.58333,4.82961,1.0,0.375
Qual é a instituição com autoridade para emitir atos jurídicos vinculantes?,Parlamento Europeu e Conselho da União Europeia,2.0,5.02467,1.0,0.429,1.14286,4.10211,1.0,0.000
Qual é o papel da Corte de Justiça da União Europeia na resolução de disputas?,Julgar conflitos jurídicos entre Estados-membros e instituições da União Europeia,2.3125,5.89204,0.86667,0.200,1.7,4.82961,1.0,0.000
