Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual é a definição central da teoria da complexidade computacional?,A teoria da complexidade computacional avalia e classifica os problemas computacionais baseando-se na quantidade de recursos computacionais,3.09091,4.96484,0.9,0.500,1.23529,6.00792,0.94118,0.182
O que representam as classes P e NP em teoria da complexidade?,As classes P e NP representam respectivamente os problemas decisivos que podem ser resolvidos rapidamente (polinomialmente) e os problemas cujas soluções verificativas são quick,2.84615,5.20226,1.0,0.167,1.30769,6.84193,0.875,0.235
Qual é a relação entre os problemas P e NP?,O problema P inclui todos os problemas de decisão que podem ser resolvidos em tempo polinomial,2.18182,4.82961,1.0,0.200,1.0625,5.78178,1.0,0.500
Qual é o P versus NP problem?,O P versus NP problem questiona se todos os problemas cujas soluções podem ser verificadas rapidamente (no conjunto NP) também podem ser resolvidos rapidamente (no conjunto P).,2.0,4.10211,1.0,0.000,3.25,7.46676,0.74074,0.250
Quais são dois exemplos de classes de complexidade relevantes?,Dois exemplos de classes de complexidade relevantes são P e NP,1.7,4.75438,0.88889,0.200,1.45455,5.1549,0.90909,0.143
Qual é a principal diferença entre o P versus NP problem e a teoria da computabilidade?,A teoria da computabilidade determina quais problemas podem ser resolvidos por computadores,2.29412,5.89142,0.9375,0.333,1.25,5.20226,1.0,0.375
O que é importante para a complexidade de um algoritmo?,A complexidade de um algoritmo é importante para avaliar sua eficiência em termos de tempo e espaço,1.72727,4.82961,1.0,0.250,1.35294,6.00792,0.94118,0.444
Qual é a implicação do P ≠ NP se estiver verificado?,Se P ≠ NP for provado,2.83333,4.82961,1.0,0.000,1.5,3.79304,1.0,0.000
O que é a computabilidade?,A computabilidade é a capacidade de um computador resolver uma determinada classe de problemas,1.5,3.43523,1.0,0.000,1.5,5.76263,0.85714,0.500
Por quais outros campos da computação a teoria da complexidade se alinhou?,A teoria da complexidade se alinga com campos como a segurança em redes computacionais,2.53846,5.32781,0.91667,0.400,1.28571,5.63172,0.92857,0.429
