Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
A escola privada não é administrada por quem?,governo  ,1.88889,4.37319,1.0,0.800,0.0,1.0,1.0,1.000
O que as escolas privadas não dependem para financiamento?,governo  ,1.9,4.61384,1.0,0.400,0.0,1.0,1.0,1.000
O que assegura a operação independente das escolas privadas?,sistema de governo  ,2.2,4.61384,1.0,0.400,0.66667,2.50045,1.0,1.000
Como as escolas privadas são geralmente governadas?,conselho de administração  ,1.875,4.10211,1.0,0.400,0.66667,2.50045,1.0,1.000
Qual a principal diferença entre escolas privadas e públicas?,administração governamental  ,1.8,4.61384,1.0,0.400,0.5,1.85566,1.0,0.500
Que tipo de escola não é financiada pelo governo?,privada  ,2.1,4.61384,1.0,0.833,0.0,1.0,1.0,1.000
Qual é o papel do conselho de administração nas escolas privadas?,gestão independente  ,2.25,5.02467,1.0,0.500,0.5,1.85566,1.0,0.500
O que assegura a independência das escolas privadas?,sistema de governança  ,2.11111,4.37319,1.0,0.250,0.66667,2.50045,1.0,0.500
Qual é a principal fonte de financiamento das escolas privadas?,patrimônio privado  ,1.81818,4.82961,1.0,0.333,0.5,1.85566,1.0,0.500
Qual é a característica principal das escolas privadas?,independência do governo,1.77778,4.37319,1.0,0.400,1.0,2.50045,1.0,1.000
