Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
O que é o Teorema de Bertrand-Chebyshev?,O Teorema de Bertrand-Chebyshev afirma que,1.625,4.25402,0.85714,0.250,1.33333,3.79304,1.0,0.250
Qual é a diferença entre um número primo e composto?,Um número primo é um número natural maior que 1 que tem exatamente dois divisores: 1 e ele mesmo. Por outro lado,1.72727,4.82961,1.0,1.000,2.14286,6.81143,0.81818,0.583
Quais são os primeiros números primos?,Os primeiros números primos são: 2,1.57143,3.79304,1.0,0.250,1.42857,3.79304,1.0,0.200
Como é feita a adição de dois números primos?,A adição de dois números primos resulta em um número composto,1.7,4.61384,1.0,0.167,1.36364,5.02467,1.0,0.500
Existe uma fórmula para encontrar o próximo número primo?,Não existe uma fórmula exata para gerar o próximo número primo,1.9,4.61384,1.0,1.167,1.54545,5.02467,1.0,0.875
Quais são os primeiros números compostos?,Os primeiros números compostos são: 4 (2 x 2),1.57143,3.79304,1.0,0.250,1.75,4.75438,0.88889,0.250
Existe um número primo entre qualquer dois números consecutivos?,Sim,1.8,4.61384,1.0,0.600,0.0,1.0,1.0,0.000
Qual é a relação entre números primos e fatores?,Um número primo é o próprio fator,1.8,4.61384,1.0,0.200,1.14286,4.10211,1.0,1.000
Como se identifica se um número grande é primo?,Para determinar se um número grande é primo,2.4,4.75438,0.88889,0.800,1.625,4.37319,1.0,1.000
Quais são alguns exemplos de números primos pares?,Os únicos números primos pares é o número 2,1.77778,4.37319,1.0,0.200,1.66667,4.61384,1.0,0.143
Qual é a importância dos números primos na criptografia?,Os números primos desempenham um papel crucial na criptografia moderna,2.7,4.61384,1.0,0.200,1.7,4.82961,1.0,0.143
