Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Huguenotes eram protestantes de qual país?,França,1.85714,3.79304,1.0,0.250,0.0,1.0,1.0,0.000
Em que ano foi revogado o Édito de Nantes?,1685,1.9,4.61384,1.0,0.333,0.0,1.0,1.0,0.000
Quantos huguenotes deixaram a França após a revogação do Édito de Nantes?,300 000,2.30769,5.32781,0.91667,0.143,0.5,1.85566,1.0,0.000
Quem era o monarca francês responsável pela revogação do Édito de Nantes?,Luís XIV,2.69231,5.20226,1.0,0.500,0.5,1.85566,1.0,0.000
Qual foi a religião majoritária dos huguenotes?,calvinismo,2.0,4.10211,1.0,0.250,0.0,1.0,1.0,0.000
Qual região da França tinha uma população protestante majoritariamente luterana?,Alsácia,2.54545,4.82961,1.0,0.429,0.0,1.0,1.0,0.000
O que são Camisards em relação aos huguenotes?,um grupo de huguenotes rebeldes,2.44444,4.37319,1.0,0.333,0.8,3.43523,1.0,0.333
Huguenots é um termo relacionado a qual etnia religiosa?,grupos étnico-religiosos,2.1,4.61384,1.0,0.167,0.5,1.85566,1.0,0.000
Qual template do Wikipedia está associado à história dos huguenotes?,Template:History_of_Christianity,2.81818,4.82961,1.0,0.167,1.0,1.85566,1.0,0.000
Onde o termo huguenote foi usado para nomear uma comunidade?,Huguenot,1.90909,4.82961,1.0,0.429,0.0,1.0,1.0,0.000
