Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
6. Imperialism is distinct from colonialism, what does that mean? Answer: Colonialism focuses on people,1.25,3.79304,1.0,0.000,1.38333,4.61384,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual é a definição principal de imperialism?,Extender energia e dominio,1.75,4.10211,1.0,0.500,1.0,3.01273,1.0,0.333
Como states ganham controlo?,Acquiring territorio,1.6,3.01273,1.0,0.000,0.5,1.85566,1.0,0.000
Qua forma de ganho states podem adquirir controlo policial?,E economic or military,2.1,4.61384,1.0,0.286,1.25,3.01273,1.0,0.000
O que é outro nome para a força militar?,Hard power,1.7,4.61384,1.0,0.750,0.5,1.85566,1.0,0.000
Imperialism pode ser alcançado com qual tipo de força?,Cultural and diplomatic,2.2,4.61384,1.0,0.667,1.0,2.50045,1.0,0.000
Imperialism e colonialismo são diferentes em que aspectos?,In terms of focus on people vs. power,2.0,4.37319,1.0,0.200,3.5,4.37319,1.0,0.000
Imperialism pode aplicar-se a quais situações?,Expansion,2.14286,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Qual é um fator importante para o sucesso do帝国ismo?,Territory acquisition,1.8,4.61384,1.0,0.600,0.5,1.85566,1.0,0.000
O que é outro termo para a força cultural ou diplomatica?,Soft power,1.75,5.02467,1.0,0.600,0.5,1.85566,1.0,0.000
