Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
O que são os Ctenophora?,um filo de animais marinhos,1.5,3.43523,1.0,0.500,0.8,3.43523,1.0,0.000
Qual é o nome comum dos Ctenophora?,carambolas-do-mar ou água-vivas-de-pente,1.75,4.10211,1.0,0.500,0.66667,2.50045,1.0,0.000
Como os Ctenophora se locomovem?,usando pentes formados por grupos de cílios,1.5,3.43523,1.0,0.000,1.0,4.10211,1.0,0.000
Quais são as dimensões dos Ctenophora?,de 1 mm a 1,1.71429,3.79304,1.0,0.333,1.0,3.59796,0.8,0.000
Os Ctenophora são bioluminescentes?,sim,1.6,3.01273,1.0,0.333,0.0,1.0,1.0,1.000
Eles são parentes próximos das medusas?,não,1.57143,3.79304,1.0,0.250,0.0,1.0,1.0,2.000
Em que período os Ctenophora aparecem nos fósseis?,desde o Cambriano,2.0,4.37319,1.0,0.250,0.66667,2.50045,1.0,0.000
Quais habitats habitam os Ctenophora?,águas marinhas e estuarinas,1.66667,3.43523,1.0,0.000,1.0,3.01273,1.0,0.000
Qual é a característica distintiva dos Ctenophora?,a presença de pentes de cílios,2.0,4.10211,1.0,0.250,0.83333,3.95066,0.83333,0.333
Há outro nome popular para os Ctenophora?,geleias de pente,1.75,4.10211,1.0,0.500,0.66667,2.50045,1.0,0.500
