Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
O que é o Islamismo?,Um ideologia política que defende a reestruturação de estados modernos em termos constitucionais,1.5,3.59796,0.8,0.000,1.07692,5.36491,1.0,0.125
Quais são os métodos propostos pelos Islamistas?,Tanto uma abordagem revolucionária de islamizar a sociedade através do uso do poder estatal quanto uma reformista de re-islamizar a sociedade por meio de ativismo social e político grassroots.,2.0,4.10211,1.0,0.250,2.83333,7.44264,0.7931,0.429
Quem são alguns figuras centrais no Islamismo?,Incluem Sayyid Rashid Rida,2.0,4.10211,1.0,0.250,1.5,3.01273,1.0,0.000
Quais são as visões dos Islamistas sobre o mundo ocidental?,Buscam a remontagem de influências ocidentais,2.0,4.82961,1.0,0.600,0.83333,3.79304,1.0,0.000
O Islamismo é um termo popular entre os próprios Islamistas?,Não,1.90909,4.82961,1.0,0.400,0.0,1.0,1.0,0.000
Quais são as opções para a implementação da sharia pelos Islamistas?,Alguns buscam por meio de processos políticos democráticos,2.25,5.02467,1.0,0.200,1.0,4.37319,1.0,0.000
O que é Islamismo para alguns analistas?,Uma forma de identidade política,1.75,4.10211,1.0,0.000,0.8,3.43523,1.0,1.000
Quais foram os impactos dos movimentos Islâmicos no Oriente Médio?,Tiveram grande influência na redefinição de políticas e fronteiras regionais desde a independência dos estados modernos.,3.09091,4.82961,1.0,0.000,2.47059,5.78178,1.0,0.300
Como se tornou o Islamismo após a Primavera Árabe?,Alguns movimentos se envolveram em processos democráticos,1.8,4.61384,1.0,0.000,1.14286,4.10211,1.0,0.000
O Islamismo é uma ideologia uniforme?,Não,1.71429,3.79304,1.0,0.500,0.0,1.0,1.0,0.000
