Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual é a natureza da Universidade de Chicago?,universidade de pesquisa privada sem fins lucrativos,1.77778,4.37319,1.0,0.400,1.14286,4.10211,1.0,0.600
Quantos alunos de graduação são registrados atualmente na Universidade de Chicago?,5 971,2.58333,5.1549,0.90909,0.300,0.5,1.85566,1.0,0.000
Quais são os nomes das sete escolas profissionais da Universidade de Chicago?,Escola de Medicina Pritzker,2.15385,5.20226,1.0,0.286,1.5,3.01273,1.0,0.000
Quantos ganhadores do Prêmio Nobel estão associados à Universidade de Chicago?,98,2.58333,5.02467,1.0,0.125,0.0,1.0,1.0,0.000
Qual foi o papel da universidade no Projeto Manhattan?,desenvolveram a primeira reação nuclear autossustentável do mundo sob os estandes de Stagg Field,2.7,4.61384,1.0,0.400,1.57143,5.51466,1.0,0.333
Qual é a maior editora universitária dos Estados Unidos afiliada à Universidade de Chicago?,University of Chicago Press,3.46667,5.51466,1.0,0.200,1.5,3.01273,1.0,0.000
Quais laboratórios nacionais são administrados pela Universidade de Chicago?,Fermi National Accelerator Laboratory e Argonne National Laboratory,1.9,4.61384,1.0,0.286,1.75,4.69839,0.75,0.000
Onde será abrigado o Centro Presidencial Barack Obama?,na Universidade de Chicago,2.0,4.37319,1.0,0.000,0.75,3.01273,1.0,0.333
Quantos membros do corpo docente da Universidade de Chicago receberam o prêmio MacArthur Genius Grant?,34,2.5,5.65316,1.0,0.364,0.0,1.0,1.0,0.000
Quantas bolsas Rhodes são associadas à Universidade de Chicago?,53,1.9,4.61384,1.0,0.286,0.0,1.0,1.0,0.000
