Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Civil disobedience é do tipo Thing,Thing,1.0,3.79304,1.0,0.200,0.0,1.0,1.0,0.000
2021 End SARS memorial protest utiliza os métodos Civil disobedience,Método de Protesto,2.0,4.82961,1.0,0.000,0.66667,2.50045,1.0,0.000
Tony Milligan possui principal interesse Civil disobedience,Interesse Principal,1.14286,4.10211,1.0,0.286,0.5,1.85566,1.0,0.000
Assam Movement utiliza os métodos Civil disobedience,Protestos Utilizando Métodos Civil Disobedience,1.14286,4.10211,1.0,0.000,2.0,3.43523,1.0,0.000
Civil rights movement utiliza os métodos Civil disobedience,Movimento de Direitos Civis,1.375,4.51932,0.875,0.000,0.75,3.01273,1.0,0.250
Women in the yellow vests movement utiliza os métodos Civil disobedience,Método Utilizado,2.36364,5.02467,1.0,0.000,0.5,1.85566,1.0,0.000
2017 Serbian protests utiliza os métodos Civil disobedience,Protestos Utilizando Métodos Civil Disobedience,1.375,4.37319,1.0,0.000,2.0,3.43523,1.0,0.000
Sisters Uncut utiliza o método Civil disobedience,Método Utilizado,1.14286,4.10211,1.0,0.167,0.5,1.85566,1.0,0.000
Henry David Thoreau possui ideias notáveis Civil disobedience,Ideia Notável,1.375,4.37319,1.0,0.000,0.5,1.85566,1.0,0.000
Civil disobedience usa modelo de página wiki Template:Original research inline,Modelo de Página,2.25,5.02467,1.0,0.200,0.66667,2.50045,1.0,0.000
Veliyankode Umar Khasi é conhecido por Civil disobedience,Conhecimento,1.25,4.37319,1.0,0.143,0.0,1.0,1.0,0.000
