Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Fresno está localizada em qual valle?,Valle de San Joaquin,1.71429,3.79304,1.0,0.000,0.75,3.01273,1.0,0.000
Qual foi o ano da fundação de Fresno?,1872,2.11111,4.37319,1.0,0.250,0.0,1.0,1.0,0.000
Qual é a posição de Fresno em população entre as cidades da Califórnia?,Quinta maior cidade,1.85714,5.36491,1.0,0.333,0.66667,2.50045,1.0,0.667
Quais parques nacionais estão próximos a Fresno?,Yosemite,2.25,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
Qual é a principal atividade econômica na região de Fresno?,Agricultura,2.27273,4.82961,1.0,0.500,0.0,1.0,1.0,0.000
Qual é a distância aproximada de Fresno para Los Angeles?,220 milhas,1.81818,4.82961,1.0,0.167,0.5,1.85566,1.0,0.000
Em qual rio há árvores de frêne que deram nome à cidade?,Rio San Joaquin,1.92308,5.20226,1.0,0.429,1.0,2.50045,1.0,0.000
Qual era a porcentagem de população hispanica em Fresno em 2020?,50,1.83333,5.1549,0.90909,0.333,0.0,1.0,1.0,0.000
Qual foi a população do metro de Fresno em 2022?,1.008.654 habitantes,1.81818,4.82961,1.0,0.400,0.5,1.85566,1.0,0.000
Como as secas afetaram Fresno desde 2010?,Agravaram a segurança hídrica,2.25,4.10211,1.0,0.000,0.75,3.01273,1.0,0.667
