Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
De onde vem o termo imperialismo?,do latim imperium,1.57143,3.79304,1.0,0.333,1.0,2.50045,1.0,0.000
Qual é o tipo de entidade Imperialismo segundo os fatos?,Organisation,1.81818,4.82961,1.0,0.200,0.0,1.0,1.0,0.000
Qual império é representado na imagem Italian Empire 1940.png?,Império Italiano,3.58333,4.61384,1.0,0.286,0.5,1.85566,1.0,0.000
Qual é o assunto principal do artigo Culture and Imperialism?,Imperialismo,2.36364,4.82961,1.0,0.429,0.0,1.0,1.0,0.000
Qual é a característica principal de um império segundo o contexto?,território extenso com povos diversos governado por um soberano,1.83333,5.02467,1.0,0.833,1.11111,4.61384,1.0,0.400
Qual evento histórico está ligado ao imperialismo como motivação?,Genocídio dos Herero e Namaqua,1.9,4.61384,1.0,0.333,1.4,3.43523,1.0,0.000
Qual modelo é usado na página da Wikipedia para Imperialism?,Template:Main,2.45455,4.82961,1.0,0.571,1.0,1.85566,1.0,0.000
Qual é a ideologia principal da Alliance for National Reconstruction?,Imperialismo,2.18182,4.82961,1.0,0.143,0.0,1.0,1.0,0.000
Qual império é representado na imagem Spanish Caribbean Islands in the American Viceroyalties 1600.png?,Império Espanhol,5.76471,5.51466,1.0,0.167,0.5,1.85566,1.0,0.000
Qual é a relação entre Imperialismo e Advocacy segundo os fatos?,hiperônimo,2.0,5.02467,1.0,0.200,0.0,1.0,1.0,0.000
